source,target,weight,source_name,target_name
Q18148411,Q3884,1,Esterline,Amazon
Q18148411,Q483551,1,Esterline,Walmart
Q1389504,Q1472929,1,"Morningstar, Inc.","Nasdaq, Inc."
Q161086,Q333718,1,JetBlue Airways,Johnson & Johnson
Q161086,Q596139,1,JetBlue Airways,Mattel
Q161086,Q81965,1,JetBlue Airways,General Motors
Q2529982,Q333718,1,The New York Times Company,Johnson & Johnson
Q2529982,Q596139,1,The New York Times Company,Mattel
Q333718,Q596139,1,Johnson & Johnson,Mattel
Q333718,Q81965,1,Johnson & Johnson,General Motors
Q596139,Q81965,1,Mattel,General Motors
Q259011,Q7555837,1,Motorola,SolarWinds
Q1113804,Q20165,1,Comcast,Nissan
Q20165,Q301965,1,Nissan,Sprint Corporation
Q3312613,Q582418,1,Midas,ITT Corporation
Q26215536,Q9396,1,Axalta Coating Systems,Deutsche Telekom
Q1197548,Q123616697,1,Micron Technology,Camden National Corporation
Q1197548,Q483915,1,Micron Technology,Nike
Q1197548,Q768773,1,Micron Technology,MSCI
Q123616697,Q1472929,1,Camden National Corporation,"Nasdaq, Inc."
Q123616697,Q483915,1,Camden National Corporation,Nike
Q483915,Q768773,1,Nike,MSCI
Q161086,Q2529982,1,JetBlue Airways,The New York Times Company
Q1113804,Q3511885,1,Comcast,T-Mobile US
Q17112054,Q27500963,1,Silicon Valley Bank,Dell Technologies
Q17112054,Q5038056,1,Silicon Valley Bank,Carbonite
Q27500963,Q5038056,1,Dell Technologies,Carbonite
Q26678,Q3067064,1,BMW Group,Sociedad Química y Minera de Chile
Q26678,Q6955139,1,BMW Group,NRG Energy
Q3067064,Q6955139,1,Sociedad Química y Minera de Chile,NRG Energy
Q153417,Q21072695,1,Kroger,Vista Outdoor
Q153417,Q219635,1,Kroger,BlackRock
Q1156045,Q328840,1,Public Storage,Visa
Q22121865,Q5376661,1,Cimpress,Endurance International Group
Q1113804,Q127278673,1,Comcast,LinkedIn Corporation
Q1809448,Q5427196,1,Whole Foods Market,FTI Consulting
Q334204,Q5427196,1,Morgan Stanley,FTI Consulting
Q3884,Q5427196,1,Amazon,FTI Consulting
Q2495283,Q7939183,1,United Online,VocalTec
Q1472929,Q1570773,1,"Nasdaq, Inc.",Kohlberg Kravis Roberts
Q1472929,Q926806,1,"Nasdaq, Inc.",Carlyle Group
Q193326,Q926806,1,Goldman Sachs,Carlyle Group
Q2837996,Q47016300,1,Alliance Data,Autohome
Q11463,Q1347782,1,Adobe,Marvell Technology
Q11463,Q1472929,1,Adobe,"Nasdaq, Inc."
Q11463,Q17551096,1,Adobe,Keysight Technologies
Q1347782,Q17551096,1,Marvell Technology,Keysight Technologies
Q1472929,Q17551096,1,"Nasdaq, Inc.",Keysight Technologies
Q37156,Q5923178,1,IBM,Itron
Q37156,Q662095,1,IBM,Edison International
Q5923178,Q662095,1,Itron,Edison International
Q459965,Q8033550,1,Caterpillar,Woodward
Q1325369,Q329953,1,Elbit Systems Ltd.,Northrop Grumman Corporation
Q4474231,Q5509271,1,Jakks Pacific,Funko
Q501476,Q5509271,1,Hasbro,Funko
Q5509271,Q596139,1,Funko,Mattel
Q15727302,Q334204,1,Arcos Dorados Holdings,Morgan Stanley
Q2961234,Q3511885,1,Charter Communications,T-Mobile US
Q2961234,Q467752,1,Charter Communications,Verizon Communications
Q193326,Q7984882,1,Goldman Sachs,West Corporation
Q219508,Q7984882,1,Citigroup,West Corporation
Q372657,Q7984882,1,Credit Suisse,West Corporation
Q66048,Q7984882,1,Deutsche Bank,West Corporation
Q1666040,Q18151484,1,"Interface, Inc.",Methode Electronics
Q6049324,Q7934906,1,International Coal Group,Virtu Financial
Q1023765,Q106158,1,CIT Group,S&P Global Ratings
Q17145596,Q1962059,1,Tesco Corporation,Nabors Industries
Q2904022,Q524989,1,Bio-Rad Laboratories,NCR Corporation
Q29739,Q524989,1,International,NCR Corporation
Q465751,Q5059102,1,Chipotle Mexican Grill,Centene Corporation
Q5985017,Q6690181,1,Icahn Enterprises,LoveSac
Q11463,Q21077,1,Adobe,Warner Music Group
Q21077,Q58024,1,Warner Music Group,eBay
Q1751032,Q7847309,1,Plum Creek Timber,TrueCar
Q334800,Q5376661,1,PepsiCo,Endurance International Group
Q1472929,Q5575439,1,"Nasdaq, Inc.",Shanda
Q196259,Q344341,1,NetEase,Activision Blizzard
Q196259,Q5575439,1,NetEase,Shanda
Q344341,Q5575439,1,Activision Blizzard,Shanda
Q327751,Q7830012,1,Kraft Foods Group,Town Sports International Holdings
Q14993631,Q165684,1,Science Applications International Corporation,Rogers Communications
Q356212,Q483551,1,Fossil,Walmart
Q22121865,Q334800,1,Cimpress,PepsiCo
Q48814381,Q5484477,1,Aphria,Franco-Nevada
Q1465461,Q459965,1,National Grid,Caterpillar
Q266423,Q459965,1,Bristol-Myers Squibb,Caterpillar
Q3884,Q619111,1,Amazon,Apollo Group
Q3884,Q7512923,1,Amazon,Signet Jewelers Limited
Q619111,Q7512923,1,Apollo Group,Signet Jewelers Limited
Q66048,Q7512923,1,Deutsche Bank,Signet Jewelers Limited
Q1472929,Q7984882,1,"Nasdaq, Inc.",West Corporation
Q428977,Q7392916,1,Pitney Bowes,SS&C Technologies
Q428977,Q880942,1,Pitney Bowes,Blackstone Group
Q5206198,Q66048,1,DST Systems,Deutsche Bank
Q5206198,Q880942,1,DST Systems,Blackstone Group
Q66048,Q7392916,1,Deutsche Bank,SS&C Technologies
Q25796,Q267313,1,AGL Resources,"McAfee, LLC"
Q108770716,Q459965,1,Samsara,Caterpillar
Q23134166,Q37158,1,RealPage,Starbucks
Q29921278,Q5429751,1,Nio Inc.,FairPoint Communications
Q1758392,Q4886950,1,"IDEXX Laboratories, Inc.",Benchmark Electronics
Q15109925,Q157062,1,Tractor Supply Company,Unilever
Q15109925,Q17145596,1,Tractor Supply Company,Tesco Corporation
Q1465461,Q266423,1,National Grid,Bristol-Myers Squibb
Q8033550,Q81230,1,Woodward,Siemens
Q1472929,Q196259,1,"Nasdaq, Inc.",NetEase
Q1472929,Q344341,1,"Nasdaq, Inc.",Activision Blizzard
Q624798,Q697311,1,Canadian National Railway,Magna International
Q1113804,Q23680081,1,Comcast,PJT Partners
Q23680081,Q334204,1,PJT Partners,Morgan Stanley
Q1045758,Q1472929,1,United Technologies Corporation,"Nasdaq, Inc."
Q1045758,Q459965,1,United Technologies Corporation,Caterpillar
Q1045758,Q8033550,1,United Technologies Corporation,Woodward
Q1045758,Q81230,1,United Technologies Corporation,Siemens
Q1511043,Q899395,1,Gerdau,Braskem
Q294721,Q8075252,1,AMC Theatres,Zumiez
Q18619272,Q5416929,1,Greenhill & Co.,Evercore Partners
Q1655409,Q428977,1,Iamgold,Pitney Bowes
Q1655409,Q5206198,1,Iamgold,DST Systems
Q1655409,Q66048,1,Iamgold,Deutsche Bank
Q1655409,Q7392916,1,Iamgold,SS&C Technologies
Q428977,Q5206198,1,Pitney Bowes,DST Systems
Q428977,Q66048,1,Pitney Bowes,Deutsche Bank
Q30268745,Q7171522,1,AC Immune,"Pet, Inc."
Q5762186,Q7615829,1,Hill International,Stewart Information Services Corporation
Q2749364,Q2866017,1,Fortinet,Aruba Networks
Q1424962,Q4744822,1,IHG Hotels & Resorts,American Reprographics Company
Q14647,Q248,1,Sun Microsystems,Intel
Q24705550,Q908324,1,Brookfield Business Partners,Brookfield Corporation
Q245343,Q947718,1,Barclays plc,Reynolds American
Q3197996,Q7934906,1,Knight Capital Group,Virtu Financial
Q3197996,Q841458,1,Knight Capital Group,Intercontinental Exchange
Q7934906,Q841458,1,Virtu Financial,Intercontinental Exchange
Q1206686,Q17512182,1,DDR Corp.,Brixmor Property Group
Q1206686,Q6410043,1,DDR Corp.,Kimco Realty
Q17512182,Q6410043,1,Brixmor Property Group,Kimco Realty
Q48814381,Q624798,1,Aphria,Canadian National Railway
Q48814381,Q697311,1,Aphria,Magna International
Q5484477,Q697311,1,Franco-Nevada,Magna International
Q154950,Q7512923,1,Shell,Signet Jewelers Limited
Q157062,Q7512923,1,Unilever,Signet Jewelers Limited
Q190464,Q7512923,1,HSBC,Signet Jewelers Limited
Q328840,Q768773,1,Visa,MSCI
Q206921,Q905049,1,Pfizer,Shire plc
Q1030544,Q12857502,1,Campbell's,Mondelez International
Q207983,Q9396,1,Monsanto,Deutsche Telekom
Q7392916,Q880942,1,SS&C Technologies,Blackstone Group
Q20800404,Q583268,1,Alphabet Inc.,Vale
Q20800404,Q899395,1,Alphabet Inc.,Braskem
Q312,Q583268,1,Apple Inc.,Vale
Q312,Q899395,1,Apple Inc.,Braskem
Q583268,Q899395,1,Vale,Braskem
Q190464,Q192314,1,HSBC,JPMorgan Chase
Q192314,Q193199,1,JPMorgan Chase,UBS
Q1045758,Q1134069,1,United Technologies Corporation,Otis Worldwide Corporation
Q2749364,Q4863194,1,Fortinet,Barracuda Networks
Q2749364,Q877536,1,Fortinet,Dell EMC
Q2866017,Q4863194,1,Aruba Networks,Barracuda Networks
Q2866017,Q877536,1,Aruba Networks,Dell EMC
Q4863194,Q877536,1,Barracuda Networks,Dell EMC
Q38076,Q6758107,1,McDonald's,Marcus Corporation
Q1511043,Q20800404,1,Gerdau,Alphabet Inc.
Q1511043,Q312,1,Gerdau,Apple Inc.
Q1418,Q486269,1,Nokia,Kodak
Q16829606,Q245343,1,Cimarex Energy,Barclays plc
Q16829606,Q372657,1,Cimarex Energy,Credit Suisse
Q193326,Q806215,1,Goldman Sachs,Santander Group
Q334204,Q806215,1,Morgan Stanley,Santander Group
Q66048,Q806215,1,Deutsche Bank,Santander Group
Q3067064,Q334204,1,Sociedad Química y Minera de Chile,Morgan Stanley
Q780442,Q80978,1,Uber,Hewlett-Packard
Q1850587,Q4817084,1,Polaris,Atmos Energy
Q15507516,Q3493556,1,Triumph Group,Spirit AeroSystems
Q1655409,Q7924358,1,Iamgold,Viasat
Q1655409,Q9396,1,Iamgold,Deutsche Telekom
Q1515039,Q7128508,1,WME Group,Palo Alto Networks
Q108770716,Q296782,1,Samsara,Arm Holdings
Q108770716,Q894558,1,Samsara,Boston Beer Company
Q296782,Q894558,1,Arm Holdings,Boston Beer Company
Q334204,Q5227485,1,Morgan Stanley,Dataram
Q11235714,Q1548363,1,NIS Group,Magic Software Enterprises Ltd.
Q16829606,Q219508,1,Cimarex Energy,Citigroup
Q372657,Q806206,1,Credit Suisse,Bancolombia
Q19923099,Q2749364,1,Hewlett Packard Enterprise,Fortinet
Q19923099,Q2866017,1,Hewlett Packard Enterprise,Aruba Networks
Q19923099,Q4863194,1,Hewlett Packard Enterprise,Barracuda Networks
Q3884,Q780442,1,Amazon,Uber
Q1534597,Q7573905,1,Gold Fields,Spartan Motors
Q1046951,Q2581220,1,Target Corporation,"Williams-Sonoma, Inc."
Q1046951,Q37158,1,Target Corporation,Starbucks
Q2581220,Q319344,1,"Williams-Sonoma, Inc.",Abercrombie & Fitch
Q2581220,Q37158,1,"Williams-Sonoma, Inc.",Starbucks
Q2581220,Q420822,1,"Williams-Sonoma, Inc.",Gap Inc.
Q37158,Q420822,1,Starbucks,Gap Inc.
Q105557,Q1359568,1,Embraer,Alibaba Group
Q1472929,Q3511885,1,"Nasdaq, Inc.",T-Mobile US
Q301965,Q7098552,1,Sprint Corporation,Oppenheimer Holdings
Q334204,Q7098552,1,Morgan Stanley,Oppenheimer Holdings
Q3511885,Q7098552,1,T-Mobile US,Oppenheimer Holdings
Q7098552,Q9396,1,Oppenheimer Holdings,Deutsche Telekom
Q24890758,Q7128508,1,CrowdStrike,Palo Alto Networks
Q106309492,Q1850587,1,"Agora, Inc.",Polaris
Q106309492,Q4817084,1,"Agora, Inc.",Atmos Energy
Q2283,Q7885165,1,Microsoft,Unify Corporation
Q2283,Q963809,1,Microsoft,Polycom
Q7924358,Q9396,1,Viasat,Deutsche Telekom
Q1472929,Q1654103,1,"Nasdaq, Inc.",IMAX Corporation
Q247489,Q7934840,1,Merck & Co.,ViroPharma
Q247489,Q905049,1,Merck & Co.,Shire plc
Q7934840,Q905049,1,ViroPharma,Shire plc
Q20800404,Q643626,1,Alphabet Inc.,Aptiv
Q544847,Q6415714,1,Qualcomm,Kirkland's
Q108770716,Q312,1,Samsara,Apple Inc.
Q1472929,Q1872227,1,"Nasdaq, Inc.",Louisiana-Pacific
Q105602379,Q1957521,1,Five9 Inc.,Mitel
Q105602379,Q2283,1,Five9 Inc.,Microsoft
Q1066858,Q715583,1,Tiffany & Co.,Costco
Q38076,Q53268,1,McDonald's,Toyota
Q38076,Q9584,1,McDonald's,Honda
Q11235714,Q903957,1,NIS Group,Icl Group Ltd
Q19605389,Q903957,1,Kenon Holdings Ltd,Icl Group Ltd
Q2529982,Q96095585,1,The New York Times Company,Pinterest Inc.
Q105602379,Q35476,1,Five9 Inc.,AT&T
Q105602379,Q37156,1,Five9 Inc.,IBM
Q105602379,Q7334682,1,Five9 Inc.,RingCentral
Q105602379,Q7885165,1,Five9 Inc.,Unify Corporation
Q105602379,Q95,1,Five9 Inc.,Google
Q105602379,Q963809,1,Five9 Inc.,Polycom
Q1957521,Q2283,1,Mitel,Microsoft
Q1957521,Q35476,1,Mitel,AT&T
Q1957521,Q37156,1,Mitel,IBM
Q1957521,Q7334682,1,Mitel,RingCentral
Q1957521,Q7885165,1,Mitel,Unify Corporation
Q1957521,Q95,1,Mitel,Google
Q1957521,Q963809,1,Mitel,Polycom
Q1359568,Q207983,1,Alibaba Group,Monsanto
Q1359568,Q66,1,Alibaba Group,Boeing
Q1359568,Q7833641,1,Alibaba Group,TransUnion
Q207983,Q7833641,1,Monsanto,TransUnion
Q66,Q7833641,1,Boeing,TransUnion
Q17460900,Q372657,1,Zoom Video Communications,Credit Suisse
Q35476,Q7885165,1,AT&T,Unify Corporation
Q35476,Q963809,1,AT&T,Polycom
Q37156,Q7885165,1,IBM,Unify Corporation
Q37156,Q963809,1,IBM,Polycom
Q7334682,Q7885165,1,RingCentral,Unify Corporation
Q7334682,Q95,1,RingCentral,Google
Q7334682,Q963809,1,RingCentral,Polycom
Q7885165,Q95,1,Unify Corporation,Google
Q7885165,Q963809,1,Unify Corporation,Polycom
Q95,Q963809,1,Google,Polycom
Q1472929,Q5323987,1,"Nasdaq, Inc.",EQT
Q1374135,Q607131,1,Prudential plc,MetLife
Q1083470,Q108770716,1,Echelon Corporation,Samsara
Q1200840,Q147224,1,"Energizer Holdings, Inc.",HRG Group
Q1197548,Q18169198,1,Micron Technology,Qorvo
Q1197548,Q467752,1,Micron Technology,Verizon Communications
Q18169198,Q193199,1,Qorvo,UBS
Q18169198,Q467752,1,Qorvo,Verizon Communications
Q312,Q9584,1,Apple Inc.,Honda
Q1472929,Q5370757,1,"Nasdaq, Inc.",Emergent
Q18354527,Q312,1,Trinseo,Apple Inc.
Q35476,Q7334682,1,AT&T,RingCentral
Q105557,Q207983,1,Embraer,Monsanto
Q105557,Q7833641,1,Embraer,TransUnion
Q108770716,Q1359568,1,Samsara,Alibaba Group
Q108770716,Q7833641,1,Samsara,TransUnion
Q1155668,Q713418,1,NXP Semiconductors,TSMC
Q1032229,Q319642,1,Canadian Natural Resources,Chevron Corporation
Q105557,Q108770716,1,Embraer,Samsara
Q312,Q5370757,1,Apple Inc.,Emergent
Q5370757,Q768773,1,Emergent,MSCI
Q319642,Q459965,1,Chevron Corporation,Caterpillar
Q104480207,Q2744099,1,CRISPR Therapeutics,Vertex Pharmaceuticals
Q104480207,Q864338,1,CRISPR Therapeutics,Biogen
Q10876705,Q1472929,1,ZTO Express,"Nasdaq, Inc."
Q10876705,Q54173,1,ZTO Express,General Electric
Q2874395,Q334204,1,Avis Budget Group,Morgan Stanley
Q18619467,Q3999691,1,Rayonier Advanced Materials,Tronox
Q18619467,Q772813,1,Rayonier Advanced Materials,Univar Solutions
Q3999691,Q772813,1,Tronox,Univar Solutions
Q1472929,Q768231,1,"Nasdaq, Inc.",Express Scripts
Q53268,Q768231,1,Toyota,Express Scripts
Q5928181,Q7856196,1,HudBay Minerals,Turquoise Hill Resources
Q1472929,Q5046846,1,"Nasdaq, Inc.",cars.com
Q397223,Q48742870,1,Agrium,Nutrien
Q193199,Q2142669,1,UBS,AmBev
Q738770,Q898208,1,Western Digital,"Honeywell International, Inc."
Q1264404,Q677464,1,Duke Energy,Dominion Energy
Q2304693,Q677464,1,Southern Company,Dominion Energy
Q1472929,Q5453107,1,"Nasdaq, Inc.",First Interstate Bank
Q5453107,Q744149,1,First Interstate Bank,Wells Fargo
Q18354527,Q5370757,1,Trinseo,Emergent
Q17460900,Q880942,1,Zoom Video Communications,Blackstone Group
Q1520122,Q214346,1,Getty Images,Viacom
Q1520122,Q950380,1,Getty Images,CBS Corporation
Q16255113,Q5552410,1,Jazz Pharmaceuticals,Geron Corporation
Q334204,Q7915220,1,Morgan Stanley,Worldpay
Q619121,Q7915220,1,Apollo Global Management,Worldpay
Q37156,Q5275716,1,IBM,Digi International
Q1534597,Q7002903,1,Gold Fields,Neustar
Q1534597,Q7571280,1,Gold Fields,Southwest Gas
Q7002903,Q7571280,1,Neustar,Southwest Gas
Q2167391,Q675585,1,Gateway,Moody's Corporation
Q1472929,Q815327,1,"Nasdaq, Inc.",Belden
Q144617,Q193326,1,TIM Group,Goldman Sachs
Q17460900,Q193199,1,Zoom Video Communications,UBS
Q1472929,Q173395,1,"Nasdaq, Inc.",Cisco
Q30282590,Q3884,1,"Precigen, Inc",Amazon
Q3518066,Q3884,1,Tenet Healthcare,Amazon
Q122141,Q625713,1,Vodafone,BHP
Q157062,Q625713,1,Unilever,BHP
Q430745,Q625713,1,Teradata,BHP
Q312,Q470156,1,Apple Inc.,Cencora
Q155026,Q95,1,United Parcel Service,Google
Q153417,Q1591889,1,Kroger,Walgreens
Q5494350,Q624375,1,Fred's,CVS Health
Q1472929,Q212433,1,"Nasdaq, Inc.",Avaya
Q106158,Q459477,1,S&P Global Ratings,FedEx
Q37158,Q459477,1,Starbucks,FedEx
Q2283,Q7098806,1,Microsoft,Optical Cable Corporation
Q108770716,Q5906990,1,Samsara,Hortonworks
Q128896,Q459965,1,AMD,Caterpillar
Q128896,Q478214,1,AMD,Tesla
Q128896,Q66,1,AMD,Boeing
Q128896,Q81965,1,AMD,General Motors
Q3884,Q81965,1,Amazon,General Motors
Q459965,Q478214,1,Caterpillar,Tesla
Q478214,Q66,1,Tesla,Boeing
Q30282590,Q3518066,1,"Precigen, Inc",Tenet Healthcare
Q1472929,Q5275716,1,"Nasdaq, Inc.",Digi International
Q39052499,Q4914611,1,Tonix Pharmaceuticals,BioCryst Pharmaceuticals
Q39052499,Q663596,1,Tonix Pharmaceuticals,Gilead Sciences
Q470517,Q4914611,1,Amgen,BioCryst Pharmaceuticals
Q4914611,Q663596,1,BioCryst Pharmaceuticals,Gilead Sciences
Q1472929,Q15109905,1,"Nasdaq, Inc.",Maxygen
Q106158,Q37158,1,S&P Global Ratings,Starbucks
Q1472929,Q2034659,1,"Nasdaq, Inc.",Extreme Networks
Q1472929,Q5450340,1,"Nasdaq, Inc.",Finisar
Q173395,Q2034659,1,Cisco,Extreme Networks
Q173395,Q219508,1,Cisco,Citigroup
Q173395,Q5450340,1,Cisco,Finisar
Q2034659,Q219508,1,Extreme Networks,Citigroup
Q2034659,Q35476,1,Extreme Networks,AT&T
Q2034659,Q5450340,1,Extreme Networks,Finisar
Q219508,Q5450340,1,Citigroup,Finisar
Q35476,Q5450340,1,AT&T,Finisar
Q7308054,Q864338,1,Regeneron Pharmaceuticals,Biogen
Q731938,Q864338,1,AstraZeneca,Biogen
Q47500199,Q7416970,1,Aurora Cannabis,Sandstorm Gold
Q624798,Q7416970,1,Canadian National Railway,Sandstorm Gold
Q1472929,Q247489,1,"Nasdaq, Inc.",Merck & Co.
Q1472929,Q39052499,1,"Nasdaq, Inc.",Tonix Pharmaceuticals
Q1472929,Q4914611,1,"Nasdaq, Inc.",BioCryst Pharmaceuticals
Q15109905,Q247489,1,Maxygen,Merck & Co.
Q15109905,Q39052499,1,Maxygen,Tonix Pharmaceuticals
Q15109905,Q470517,1,Maxygen,Amgen
Q15109905,Q4914611,1,Maxygen,BioCryst Pharmaceuticals
Q15109905,Q663596,1,Maxygen,Gilead Sciences
Q247489,Q39052499,1,Merck & Co.,Tonix Pharmaceuticals
Q247489,Q470517,1,Merck & Co.,Amgen
Q247489,Q4914611,1,Merck & Co.,BioCryst Pharmaceuticals
Q39052499,Q470517,1,Tonix Pharmaceuticals,Amgen
Q5184408,Q7673435,1,Crescent Point Energy,"Tableau Software, Inc."
Q14647,Q80978,1,Sun Microsystems,Hewlett-Packard
Q19900,Q80978,1,Oracle Corporation,Hewlett-Packard
Q1049080,Q1472929,1,Juniper Networks,"Nasdaq, Inc."
Q1049080,Q173395,1,Juniper Networks,Cisco
Q1049080,Q2034659,1,Juniper Networks,Extreme Networks
Q1049080,Q219508,1,Juniper Networks,Citigroup
Q1049080,Q5450340,1,Juniper Networks,Finisar
Q1325987,Q156238,1,Tyson Foods,ExxonMobil
Q7416970,Q905998,1,Sandstorm Gold,Sasol
Q1129426,Q312,1,Convergys,Apple Inc.
Q1129426,Q35476,1,Convergys,AT&T
Q1129426,Q38076,1,Convergys,McDonald's
Q35476,Q38076,1,AT&T,McDonald's
Q1155668,Q1885491,1,NXP Semiconductors,FactSet
Q16974682,Q864338,1,Alnylam Pharmaceuticals,Biogen
Q22671405,Q5696498,1,B2Gold,Hecla Mining
Q7165001,Q80978,1,Pentair,Hewlett-Packard
Q1465461,Q1472539,1,National Grid,Alpha Tomo Global Resoures Sdn Bhd
Q1465461,Q619121,1,National Grid,Apollo Global Management
Q1472539,Q619121,1,Alpha Tomo Global Resoures Sdn Bhd,Apollo Global Management
Q29739,Q5461913,1,International,Florists' Transworld Delivery
Q153417,Q899010,1,Kroger,Mylan
Q17153461,Q5427196,1,Civeo Corporation,FTI Consulting
Q29739,Q81230,1,International,Siemens
Q10876705,Q2837996,1,ZTO Express,Alliance Data
Q1152374,Q5884072,1,GE HealthCare,Hologic
Q1344587,Q212405,1,Entergy,Procter & Gamble
Q1344587,Q540891,1,Entergy,Nielsen Company
Q212405,Q540891,1,Procter & Gamble,Nielsen Company
Q2283,Q5184408,1,Microsoft,Crescent Point Energy
Q2283,Q7673435,1,Microsoft,"Tableau Software, Inc."
Q152433,Q1562826,1,Xerox,VEON
Q328840,Q645708,1,Visa,ING Group
Q16953039,Q202972,1,Moelis & Company,International Paper
Q16953039,Q6367245,1,Moelis & Company,Kapstone
Q194360,Q333718,1,American Express,Johnson & Johnson
Q2529982,Q3492619,1,The New York Times Company,Sonos
Q3492619,Q3884,1,Sonos,Amazon
Q1472929,Q17063707,1,"Nasdaq, Inc.",Kulicke & Soffa Industries
Q17063707,Q2529982,1,Kulicke & Soffa Industries,The New York Times Company
Q193199,Q212235,1,UBS,American International Group
Q372657,Q841458,1,Credit Suisse,Intercontinental Exchange
Q5429751,Q85769855,1,FairPoint Communications,Invitation Homes
Q7416970,Q835370,1,Sandstorm Gold,Yamana Gold
Q1325987,Q1577587,1,Tyson Foods,Marathon Oil
Q156238,Q1577587,1,ExxonMobil,Marathon Oil
Q1032229,Q16829606,1,Canadian Natural Resources,Cimarex Energy
Q202972,Q744149,1,International Paper,Wells Fargo
Q6367245,Q637440,1,Kapstone,Lazard
Q6367245,Q6803126,1,Kapstone,MeadWestvaco
Q6367245,Q744149,1,Kapstone,Wells Fargo
Q637440,Q6803126,1,Lazard,MeadWestvaco
Q637440,Q744149,1,Lazard,Wells Fargo
Q6803126,Q744149,1,MeadWestvaco,Wells Fargo
Q1520122,Q248,1,Getty Images,Intel
Q1520122,Q37156,1,Getty Images,IBM
Q864407,Q920037,1,The Home Depot,J. C. Penney
Q206921,Q306764,1,Pfizer,Abbott Laboratories
Q1472929,Q4930359,1,"Nasdaq, Inc.",Bluegreen Corporation
Q1472929,Q3072937,1,"Nasdaq, Inc.",First Hawaiian Bank
Q202972,Q489080,1,International Paper,"Automatic Data Processing, Inc. (ADP)"
Q1129792,Q152433,1,The Cooper Companies,Xerox
Q1129792,Q1562826,1,The Cooper Companies,VEON
Q12010467,Q2299611,1,Weibo Corporation,Yelp
Q12010467,Q734338,1,Weibo Corporation,Verisign
Q1472929,Q2299611,1,"Nasdaq, Inc.",Yelp
Q1472929,Q734338,1,"Nasdaq, Inc.",Verisign
Q2299611,Q734338,1,Yelp,Verisign
Q1472929,Q7256219,1,"Nasdaq, Inc.",Psychemedics Corporation
Q1418,Q483915,1,Nokia,Nike
Q1418,Q66,1,Nokia,Boeing
Q193199,Q483915,1,UBS,Nike
Q193199,Q66,1,UBS,Boeing
Q193326,Q20711490,1,Goldman Sachs,LKQ Corporation
Q16953039,Q6803126,1,Moelis & Company,MeadWestvaco
Q16953039,Q744149,1,Moelis & Company,Wells Fargo
Q202972,Q6367245,1,International Paper,Kapstone
Q202972,Q637440,1,International Paper,Lazard
Q202972,Q6803126,1,International Paper,MeadWestvaco
Q596139,Q7663801,1,Mattel,Global Industrial Company
Q7663801,Q95,1,Global Industrial Company,Google
Q245343,Q950380,1,Barclays plc,CBS Corporation
Q1520122,Q66048,1,Getty Images,Deutsche Bank
Q248,Q66048,1,Intel,Deutsche Bank
Q552581,Q66048,1,SAP,Deutsche Bank
Q115056594,Q266423,1,Cohen & Steers,Bristol-Myers Squibb
Q115056594,Q7120927,1,Cohen & Steers,EyePoint Pharmaceuticals
Q206921,Q7120927,1,Pfizer,EyePoint Pharmaceuticals
Q266423,Q7120927,1,Bristol-Myers Squibb,EyePoint Pharmaceuticals
Q5099817,Q950380,1,China Nepstar,CBS Corporation
Q1152374,Q2743863,1,GE HealthCare,Intuitive Surgical
Q2495283,Q334204,1,United Online,Morgan Stanley
Q1141173,Q1425063,1,Marriott International,Hyatt Hotels Corporation
Q1023876,Q5331380,1,CME Group,Eaton Vance
Q16953039,Q637440,1,Moelis & Company,Lazard
Q104158381,Q6955139,1,Vistra,NRG Energy
Q1472929,Q2852632,1,"Nasdaq, Inc.",UGI Corporation
Q1472929,Q6955139,1,"Nasdaq, Inc.",NRG Energy
Q483551,Q7242563,1,Walmart,PriceSmart
Q483551,Q893221,1,Walmart,Booz Allen Hamilton
Q7242563,Q893221,1,PriceSmart,Booz Allen Hamilton
Q20800404,Q56011958,1,Alphabet Inc.,Tencent Music
Q2283,Q56011958,1,Microsoft,Tencent Music
Q1520122,Q552581,1,Getty Images,SAP
Q105099852,Q18148411,1,Seritage Growth Properties,Esterline
Q105099852,Q706094,1,Seritage Growth Properties,Stanley Black & Decker
Q18148411,Q706094,1,Esterline,Stanley Black & Decker
Q153417,Q533415,1,Kroger,Best Buy
Q312,Q533415,1,Apple Inc.,Best Buy
Q1129792,Q596139,1,The Cooper Companies,Mattel
Q1129792,Q7663801,1,The Cooper Companies,Global Industrial Company
Q225440,Q697311,1,Celestica,Magna International
Q154950,Q27893,1,Shell,ArcelorMittal
Q154950,Q81230,1,Shell,Siemens
Q1961658,Q27893,1,NV Energy,ArcelorMittal
Q1961658,Q81230,1,NV Energy,Siemens
Q37156,Q950380,1,IBM,CBS Corporation
Q190464,Q20711490,1,HSBC,LKQ Corporation
Q2904022,Q4653724,1,Bio-Rad Laboratories,ARIAD Pharmaceuticals
Q1325369,Q206921,1,Elbit Systems Ltd.,Pfizer
Q1325369,Q35476,1,Elbit Systems Ltd.,AT&T
Q5323987,Q899183,1,EQT,FMC Corporation
Q19605389,Q203386,1,Kenon Holdings Ltd,Zim Integrated Shipping Services Ltd
Q1472929,Q2031726,1,"Nasdaq, Inc.",Westpac
Q104158381,Q1472929,1,Vistra,"Nasdaq, Inc."
Q104158381,Q2852632,1,Vistra,UGI Corporation
Q104158381,Q5036376,1,Vistra,Capstone Turbine
Q193326,Q214346,1,Goldman Sachs,Viacom
