company_id,company,article_count
Q6735891,MainConcept,2
Q7837478,Tredegar corporation,2
Q16958009,Isac,2
Q80635,Airgas,2
Q1572831,Yingli,2
Q29641502,"Aware, Inc.",2
Q111839764,SVB Financial Group,2
Q8075252,Zumiez,2
Q18636367,Extreme Reach,2
Q17144598,Unitil Corporation,2
Q916196,Citrix Systems,2
Q92639564,Arconic,2
Q7119231,PHH Corporation,2
Q5161257,Conn's,2
Q7909276,Valassis,2
Q8072594,ZipRecruiter,2
Q17562023,NewMarket Corporation,2
Q16980898,Kansas City Southern,2
Q30283539,"Altimmune, Inc.",2
Q3442791,Ross Dress for Less,2
Q144060,Cray,2
Q6517792,Flagstar Financial,2
Q4670840,Acacia Research,2
Q91490380,Accelerate Diagnostics,2
Q30284075,Adamis Pharmaceuticals Corporation,2
Q245772,Zynga,2
Q7388926,SBA Communications,2
Q26110522,Pinnacle West Capital Corporation,2
Q5508083,Full House Resorts,2
Q1067998,Cirrus Logic,2
Q17538813,Similarweb,2
Q500088,DreamWorks Animation,2
Q2895117,Audiocodes Ltd.,2
Q7169321,Permian Basin Royalty Trust,2
Q1506045,Las Vegas Sands,2
Q7234972,Potlatch Corp.,2
Q2981188,Coca-Cola Enterprises,2
Q18151484,Methode Electronics,2
Q5151691,Comfort Systems USA,2
Q18636301,Patriot Transportation,2
Q47099,Grupo Televisa,2
Q21189310,DraftKings,2
Q4817084,Atmos Energy,2
Q7934840,ViroPharma,2
Q905806,CF Industries,2
Q7248824,Waste Connections of Canada,2
Q17114287,Newpark Resources,2
Q7334682,RingCentral,2
Q259195,Constellation Energy,2
Q1206686,DDR Corp.,2
Q5445393,Ferro Corporation,2
Q121001340,Noah Holdings,2
Q52876645,Mastech Digital,2
Q5417806,Everyday Health,2
Q1969091,Oshkosh Corporation,2
Q1083470,Echelon Corporation,2
Q147224,HRG Group,2
Q104480207,CRISPR Therapeutics,2
Q7002474,"Neuronetics, Inc.",2
Q397223,Agrium,2
Q65056153,Pony.ai,2
Q2047336,Palantir Technologies,2
Q7368695,Rosetta Stone,2
Q10394124,XP Investimentos,2
Q283852,Turkcell,2
Q110220617,Matthews International,2
Q4938392,Boingo Wireless,2
Q2063056,NASDAQ Biotechnology Index,2
Q5453261,First Merchants Corporation,2
Q18349283,Hertz Car Sales,2
Q7239836,Preferred Bank,2
Q4672868,R1 RCM,2
Q4411116,Rubicon Project,2
Q16975567,Healthpeak Properties,2
Q6348410,Kaiser Aluminum,2
Q2087612,Tucows,2
Q29526078,Bloom Energy,2
Q7829730,Tower Semiconductor Ltd.,2
Q23131313,Editas Medicine,2
Q6695701,Luby's,2
Q3406795,Resolute Forest Products,2
Q16980395,Hornbeck Offshore Services,2
Q5656147,"Hardinge, Inc.",2
Q7597506,stamps.com,2
Q6813052,Mellanox Technologies,2
Q1706317,Southern California Edison,2
Q5215970,Dangdang,2
Q5516980,Gaia,2
Q16985644,Titanium Metals,2
Q154037,TotalEnergies,2
Q16997523,J2 Global,2
Q33129672,Grand Canyon Education,2
Q4781837,Apricus Biosciences,2
Q98713358,Arcturus Therapeutics,2
Q16249409,Eagle Materials,2
Q2743863,Intuitive Surgical,2
Q124343843,Nuvve Holding Corp,2
Q22661749,"Chart Industries, Inc",2
Q16824882,Alliance One International,2
Q717093,Itochu,2
Q5453107,First Interstate Bank,2
Q105760370,Alamos Gold,2
Q17086854,Uranium Resources,2
Q682047,SuperValu,2
Q778126,Intelsat,2
Q6458324,LGI Homes,2
Q5169368,CorVel Corporation,2
Q1665653,Veeco,2
Q11074158,Silicon Motion,2
Q940421,General American Transportation Corporation,2
Q1337797,Office Depot,2
Q19604418,Helmerich & Payne,2
Q7265394,QCR Holdings,2
Q2044512,PPL,2
Q5192200,CubeSmart,2
Q1573416,Madison Square Garden Sports,2
Q7113744,Overland Storage,2
Q13576574,Ituran,2
Q7809776,Titan Tire Corporation,2
Q5133094,Cleveland-Cliffs,2
Q7053620,NorthWestern Energy,2
Q18149200,Catalyst Pharmaceuticals,2
Q4045079,Nature's Sunshine Products,2
Q16980616,Insperity,2
Q7622587,Strayer University,2
Q304509,MCA Inc.,2
Q17108791,Mississippi Power,2
Q80947821,Steris,2
Q2979728,Cloudera,2
Q2934771,Cameron International,2
Q5017084,CafePress,2
Q5036376,Capstone Turbine,2
Q8003525,Willbros Group,2
Q5227174,Data I/O,2
Q5419989,Exelixis,2
Q17103838,Markit,2
Q7695732,Telenav,2
Q6058618,Intrepid Potash,2
Q13715273,Atotech,2
Q3370152,"Patterson-UTI Energy, Inc",2
Q5028383,Camping World,2
Q5684524,Hawaiian Electric Industries,2
Q3285819,Manhattan Associates,2
Q7130852,Panera Bread,2
Q5130494,Clean Harbors,2
Q260833,SanDisk,2
Q58041994,TRI Pointe Group,2
Q7156760,Paylocity Corporation,2
Q324603,Compaq,2
Q21410960,Cornerstone OnDemand Inc.,2
Q6555405,Lion Electric Company,2
Q431454,Bruker,2
Q6731214,Magma Design Automation,2
Q16995776,HomeTrust Bancshares,2
Q16162525,Auburn National Bancorporation,2
Q5376825,Energen,2
Q5178840,Cousins Properties,2
Q5021439,Calix,2
Q5191790,Trip.com Group,2
Q7280957,Urban One,2
Q2308517,Speedway Motorsports,2
Q4829076,Avnet,2
Q120755508,eHi,2
Q2902305,Brink's,2
Q7501286,ShoreTel,2
Q7275093,Rada Electronic Industries Ltd,2
Q15109885,I.D. Systems,2
Q7987345,"Westell Technologies, Inc.",2
Q7178935,Petroleum & Resources Corporation,2
Q14903417,Delhaize Le Lion,2
Q30272258,Align Technology,2
Q20630716,Chemours,2
Q902908,Potash Corporation of Saskatchewan,2
Q16993862,FuelCell Energy,2
Q25831370,AppFolio,2
Q13683,NYSE Euronext Liffe,2
Q21843099,Freedom Holding,2
Q7711656,TheStreet,2
Q5295362,Donaldson Company,2
Q3975878,Stratasys,2
Q16993447,Avadel Pharmaceuticals,2
Q4856910,Banner Bank,2
Q4744566,American National Insurance Company,2
Q78203110,Phunware,2
Q7092720,One Horizon Group,2
Q407744,Air Products & Chemicals,2
Q1172038,Dassault Systèmes,2
Q8003328,Willamette Valley Vineyards,2
Q6703279,Luminex,2
Q18155123,Robinhood,2
Q5532813,Genesis HealthCare,2
Q107657476,Proteon,2
Q16997309,Ironwood Pharmaceuticals,2
Q4733274,Allscripts,2
Q6422289,Knight-Swift Transportation,2
Q107457363,Beam Therapeutics,2
Q21189117,WD-40 Company,2
Q16959074,United Financial Bancorp,2
Q6387063,Kemper Corporation,2
Q16980281,Haemonetics,2
Q2297063,Trimble,2
Q4856439,Bankrate,2
Q133806332,Flagstar Bancorp,2
Q109680037,Franchise Group,2
Q99976763,Nam Tai Property,2
Q6466630,LabCorp,2
Q18148458,Farmer Brothers,2
Q13529435,New Gold,2
Q1129426,Convergys,2
Q5152539,Commercial Vehicle Group,2
Q7156755,Payless ShoeSource,2
Q7713699,The Andersons,2
Q16998439,Kingstone Companies,2
Q645084,Virgin America,2
Q1501630,Interpublic Group of Companies,2
Q1391599,Mercer,2
Q19604609,Vericel,2
Q7887635,United Community Bank,2
Q5531627,Generac Holdings Inc.,2
Q19654979,Johnson Outdoors,2
Q20059505,Telefônica Brasil,2
Q7124128,PagSeguro,2
Q15109932,WiLAN,2
Q1630559,Host Hotels & Resorts,2
Q16985313,TC PipeLines,2
Q4863194,Barracuda Networks,2
Q151670,Alleghany Corporation,2
Q7389686,SEI Investments Company,2
Q4189507,Cathay Bank,2
Q906055,Orix,2
Q17145638,National Rural Utilities Cooperative Finance Corporation,1
Q18636409,Sprinklr,1
Q17078090,Repligen,1
Q5038907,Career Education Corporation,1
Q7688650,Taubman Centers,1
Q10382234,ThoughtWorks,1
Q3893521,Centrus Energy,1
Q1812489,Odyssey Marine Exploration,1
Q1937503,Terex,1
Q7858039,Twilio,1
Q5324516,eToro,1
Q28407181,Acadia Healthcare,1
Q2099437,Plexus Corporation,1
Q111384721,Meridian Corporation,1
Q24204571,Signature Bank,1
Q2943995,Cellectis,1
Q1526456,Kimball International,1
Q1529234,Rockwell Automation,1
Q17085620,Planet Labs,1
Q1977666,Paysafe Group,1
Q7573912,SpartanNash,1
Q863127,International Rectifier,1
Q5340903,Education Management Corporation,1
Q8046013,Yellow Corporation,1
Q282997,Fox Factory,1
Q85770729,Jamf,1
Q7428211,Savient Pharmaceuticals,1
Q7611370,Sterling Bank,1
Q7907666,VWR International,1
Q688556,Dow Jones Utility Average,1
Q7893879,Universal American,1
Q7008861,New Horizons Computer Learning Centers,1
Q689446,Armstrong World Industries,1
Q5384681,Equity One,1
Q5006774,Bard,1
Q23781052,Dentsply Sirona,1
Q98525405,Vista Oil & Gas,1
Q130318284,Q130318284,1
Q19868261,STX Entertainment,1
Q861042,Western Union,1
Q7020906,Nexstar Media Group,1
Q16951448,Copart,1
Q4994426,Invacare,1
Q5154635,"Community Bank, N.A.",1
Q6016398,Independent Financial,1
Q2502355,USANA Health Sciences,1
Q1319601,Allegiant Air,1
Q2207539,SPDR Gold Shares,1
Q4781544,Applied Industrial Technologies,1
Q1054787,"NTT, Inc.",1
Q2504058,Golden Ocean,1
Q16968189,Yatra.com,1
Q5118415,Chuy's,1
Q7000660,Netwitness,1
Q6774578,Martha Stewart Living Omnimedia,1
Q22022108,"Clearfield, Inc.",1
Q4844439,Boston Properties,1
Q8075320,Zuora,1
Q5612176,Grupo Aeroportuario Centro Norte,1
Q7924444,Viad,1
Q2470307,Guess,1
Q5048400,Casella Waste Systems,1
Q104845916,California Water Service Group,1
Q1121216,CPFL Energia,1
Q27988208,Veritiv,1
Q1507228,Harmony Gold,1
Q5983823,Avangrid,1
Q824467,PAREXEL,1
Q6863447,Mind CTI,1
Q5474321,Foundation Coal,1
Q2852632,UGI Corporation,1
Q22060267,Aegion,1
Q17146520,Natural Grocers,1
Q1112588,Columbia Sportswear Company,1
Q5422801,e.l.f. Cosmetics,1
Q16858667,Kratos Defense & Security Solutions,1
Q7242653,priceline.com,1
Q7298901,Raymond James Financial,1
Q6048685,International Bancshares Corporation,1
Q2516971,Virtusa,1
Q3552887,OneSpan,1
Q5025803,Camden Property Trust,1
Q5255058,Demandware,1
Q65062134,Bally's Corporation,1
Q111804995,Innoviz Technologies,1
Q5570946,Globant,1
Q4045074,National Western Life,1
Q60769878,Enviva,1
Q1592340,Tivity Health,1
Q7307899,Regal Rexnord,1
Q893221,Booz Allen Hamilton,1
Q7120927,EyePoint Pharmaceuticals,1
Q6803126,MeadWestvaco,1
Q115625249,Silvergate Capital,1
Q5627799,H&R Block,1
Q1544312,Telecom Argentina,1
Q7280252,RadiSys,1
Q2607502,E-Trade,1
Q6533918,Jefferies Financial Group,1
Q325789,Jefferies & Company,1
Q24204272,Burford Capital,1
Q5033676,Canterbury Park,1
Q4041316,Impinj,1
Q5009135,CBL Properties,1
Q295774,"ANSYS, Inc.",1
Q917002,TiVo Corporation,1
Q7958965,Waddell & Reed,1
Q4795598,Arotech Corporation,1
Q2335199,Macro Bank,1
Q486737,Korea Electric Power Corporation,1
Q98608948,JFrog Ltd,1
Q73883753,Alteryx,1
Q96397546,Opendoor,1
Q1295969,TransMontaigne,1
Q8069710,Zeta Interactive,1
Q5111816,Christopher & Banks,1
Q1532489,Pall Corporation,1
Q17063707,Kulicke & Soffa Industries,1
Q120877642,Recursion Pharmaceuticals,1
Q7920749,Vera Bradley,1
Q7885165,Unify Corporation,1
Q105602379,Five9 Inc.,1
Q1872227,Louisiana-Pacific,1
Q1654103,IMAX Corporation,1
Q15507516,Triumph Group,1
Q2905359,Black Diamond Equipment,1
Q26832896,Adient,1
Q7268255,Quad,1
Q54621387,Intellia Therapeutics,1
Q4742486,AmeriServ Financial,1
Q13529450,Oncolytics Biotech,1
Q811857,Bausch & Lomb,1
Q1485061,GE Aerospace,1
Q7843323,Triple-S Management Corporation,1
Q96482427,Medigus,1
Q5011381,CHS Inc.,1
Q23134166,RealPage,1
Q1881941,MTS Systems Corporation,1
Q7984882,West Corporation,1
Q27988153,UDR,1
Q7638250,Sun Communities,1
Q2188613,CMB.TECH,1
Q8070896,Zhone Technologies,1
Q17068557,Mattson Technology,1
Q456563,Ambac,1
Q6703090,Lumber Liquidators,1
Q20486914,"Greif, Inc.",1
Q6326486,KB Home,1
Q2438391,Chuck E. Cheese,1
Q13583352,Aircastle,1
Q16983192,ONE Gas,1
Q18387139,Synchrony Financial,1
Q6663075,LoJack,1
Q5380195,"Audacy, Inc.",1
Q1030096,Orbital Sciences Corporation,1
Q1415501,Lexmark,1
Q106301656,Dada Nexus Limited,1
Q2424396,Brocade Communications Systems,1
Q16829833,Cobalt International Energy,1
Q16994588,Guaranty Federal Bancshares,1
Q945521,Consol Energy,1
Q5002877,Butterfield Bank,1
Q2021416,Volcom,1
Q3197996,Knight Capital Group,1
Q7735265,The Fresh Market,1
Q428977,Pitney Bowes,1
Q2905535,Blackboard Inc.,1
Q16984071,RenaissanceRe,1
Q4674790,Acquity Group,1
Q4655072,AVX Corporation,1
Q1435628,FEMSA,1
Q1260606,Estée Lauder,1
Q16255259,Span-America Medical Systems,1
Q5888363,Home Federal Bank,1
Q919511,EarthLink,1
Q8027406,WisdomTree Investments,1
Q265286,Trivago,1
Q20709176,Alico,1
Q4904902,Big 5 Sporting Goods,1
Q7070498,Nutrisystem,1
Q5533183,Genie Energy,1
Q1668265,US Foods,1
Q58606588,Arrow Financial Corporation,1
Q48180669,Triton International,1
Q925249,Fox Entertainment Group,1
Q3146975,Xylem Inc.,1
Q5560152,GigaMedia Limited,1
Q4686044,Advance America,1
Q5031634,Syneron Candela,1
Q30645592,Yum China,1
Q7444830,Secureworks Inc.,1
Q7273147,Qwest Corporation,1
Q747489,Cyrix,1
Q18635282,OncoMed,1
Q5154770,Community Health Systems,1
Q5690594,Health Management Associates,1
Q7280047,Radcom Ltd,1
Q1666568,International Flavor & Fragrances,1
Q1285819,TJX Companies,1
Q1384324,Expeditors International,1
Q96407440,TAL Education Group,1
Q106238038,Western Alliance Bancorporation,1
Q18643660,Fifth Street Asset Management,1
Q20486915,H.B. Fuller,1
Q63035278,XPeng,1
Q539056,MDC Partners,1
Q18534725,The Honest Company,1
Q930639,Williams Companies,1
Q926699,"Crocs, Inc.",1
Q110877094,United Wholesale Mortgage,1
Q16996938,InfoSonics Corporation,1
Q7371324,Rouse Properties,1
Q4047736,Qiwi,1
Q17052116,DigitalOcean,1
Q7557672,Solera Holdings,1
Q1503728,Rowan Companies,1
Q8030548,Wolverine World Wide,1
Q1531473,Plantronics,1
Q8034666,"Workday, Inc.",1
Q30297996,Integer,1
Q29098065,SomaLogic,1
Q6763754,Marin Software,1
Q966556,Sears Holdings Corporation,1
Q13403399,Kirin Holdings,1
Q5635303,HNI Corporation,1
Q4671583,Acadia Realty Trust,1
Q17109683,JBG Smith,1
Q489469,Herman Miller,1
Q4674531,Acorda Therapeutics,1
Q6647881,Lithia Motors,1
Q289761,Federal-Mogul,1
Q4651203,Adtran,1
Q7705659,Xperi Corporation,1
Q7404876,Salix Pharmaceuticals,1
Q6770934,Marketo,1
Q20065324,Pharmacyclics,1
Q16994021,Gentherm Incorporated,1
Q16968655,Rocket Fuel Inc.,1
Q3259355,Loral Space & Communications,1
Q4672920,Accuride Corporation,1
Q5462295,Flowers Foods,1
Q5987232,Idacorp,1
Q18150963,ForgeRock,1
Q7669940,TECO Energy,1
Q1902726,Marshall & Ilsley,1
Q18712957,Farfetch,1
Q1516108,TC Energy,1
Q392445,Aerojet Rocketdyne Holdings,1
Q7899307,Upstart,1
Q55080120,UiPath,1
Q21233433,Bumble,1
Q5570537,Global Partners,1
Q1685287,Vulcan Materials Company,1
Q4686414,Advantage Oil & Gas,1
Q16984522,Select Medical,1
Q30298277,Mirion Technologies,1
Q7313537,Rentech,1
Q238765,Alliant Techsystems,1
Q1056839,DirecTV,1
Q15109912,Natural Alternatives International,1
Q16950619,Community West Bancshares,1
Q1420513,Fiserv,1
Q5253556,"Delcath Systems, Inc.",1
Q2031485,Under Armour,1
Q899022,Eastman Chemical Company,1
Q1280748,EchoStar,1
Q65117079,LoanDepot,1
Q15109896,Investors Bank,1
Q96413806,Veritone Inc.,1
Q7557128,TerraVia,1
Q17070831,National Research Corporation,1
Q5508431,Fulton Financial Corporation,1
Q4465402,Tumi Inc.,1
Q18636342,Amicus Therapeutics,1
Q7842860,Trinity Industries,1
Q19572998,Capri Holdings,1
Q2443609,Zebra Technologies,1
Q2907743,Radware,1
Q7662679,Syntel,1
Q2025791,Open Text,1
Q4708382,"Alarm.com, Inc.",1
Q7115371,Oxford Industries,1
Q7171526,PetMed Express,1
Q24960003,Nicolet Bankshares,1
Q322153,Meritor,1
Q137009694,Marten Transport,1
Q48802335,Tyler Technologies,1
Q7100213,Orchard Supply Hardware,1
Q5599440,Great Lakes Dredge and Dock Company,1
Q1722848,Kaman Corporation,1
Q7233708,Post Properties,1
Q8208082,Atento,1
Q7925565,Vicor Corporation,1
Q6404433,Kid Brands,1
Q5063604,Ceradyne,1
Q5905787,Horsehead Corporation,1
Q757489,Atmel,1
Q1364494,Medco Health Solutions,1
Q5376884,EnergySolutions,1
Q5765159,Himax,1
Q16997846,Mimecast,1
Q692041,monster.com,1
Q741046,Progress Software,1
Q4854030,BancFirst,1
Q7012977,New York & Company,1
Q707530,Cinemark,1
Q8074159,Zoom Telephonics,1
Q5189410,Hallmark Media,1
Q5035870,Capitol Federal Savings Bank,1
Q373740,Black Box Corporation,1
Q6955544,nTelos,1
Q1579222,Ultrapar,1
Q5254843,Deltek,1
Q5118174,Churchill Downs Incorporated,1
Q1130970,Copel,1
Q1327874,RealNetworks,1
Q285161,iRobot,1
Q4887418,Beneficial Bank,1
Q7500007,Shoe Carnival,1
Q17089427,Tallgrass Energy Partners,1
Q2925856,Broadvision,1
Q5025090,Cambium Learning Group,1
Q96482278,Kitov Pharma,1
Q680841,Sigma-Aldrich,1
Q946713,SunEdison,1
Q4771754,Anthera Pharmaceuticals,1
Q7251369,Protective Life,1
Q19604569,Sucampo Pharmaceuticals,1
Q4808787,Asset Acceptance,1
Q6545549,Lifeway Foods,1
Q3156864,JBT Marel Corporation,1
Q485593,Red Hat,1
Q106760435,Jounce Therapeutics,1
Q7692121,TechFaith,1
Q5353752,Elbit Imaging Ltd.,1
Q21404084,HP Inc.,1
Q113503877,Arcus Biosciences,1
Q17068931,East Boston Savings Bank,1
Q5433448,Famous Dave's,1
Q55948312,Tenable Network Security,1
Q117461845,TowneBank,1
Q8965165,"Banco Santander México, S.A.",1
Q7399844,Saia,1
Q22121872,"Tandem Diabetes Care, Inc.",1
Q7638414,Sun National Bank,1
Q16975645,Hersha Hospitality Trust,1
Q7376642,Ruckus Networks,1
Q794565,Aéropostale,1
Q4855887,BankUnited,1
Q113530745,Arrowhead Pharmaceuticals,1
Q2070689,Performance Food Group,1
Q20979249,Everi Holdings,1
Q25046191,New Senior Investment Group,1
Q28404490,Conduent,1
Q18168364,Sears Hometown and Outlet Stores,1
Q30269384,Viking Therapeutics,1
Q5647025,Hancock Whitney,1
Q7987101,Westamerica Bank,1
Q6036711,Inovalon,1
Q918208,Ternium,1
Q385452,Avid Technology,1
Q393762,Agilent Technologies,1
Q27919383,Fortive,1
Q4040469,Headhunter,1
Q6889843,Steel Connect,1
Q469553,Timken Company,1
Q1238739,Domtar,1
Q6386533,Kelso & Company,1
Q5452290,First American Corporation,1
Q1470525,Hospira,1
Q17183462,"Glacier Bancorp, Inc",1
Q1096013,Fairchild Semiconductor,1
Q16986417,Versar,1
Q472536,Amkor Technology,1
Q7072730,OMNOVA Solutions,1
Q4878288,Beazer Homes USA,1
Q3099664,Gaylord Hotels,1
Q999567,Linear Technology,1
Q105580834,Adams Funds,1
Q127962,Levi Strauss & Co.,1
Q48755,RPM International,1
Q4686419,Advaxis,1
Q45600,Bitstream Inc.,1
Q5130952,Clearwater Paper,1
Q5690400,Encompass Health,1
Q16953751,CyrusOne,1
Q118905009,CONMED Corporation,1
Q5035257,Capella Education Company,1
Q5057419,Celadon Group,1
Q1117943,TRW Automotive,1
Q8044687,Xinyuan Real Estate,1
Q729754,Belo,1
Q6907265,Moog Inc.,1
Q15109906,Mazor Robotics,1
Q10819817,Silicom,1
Q106239511,New Fortress Energy,1
Q15964713,Cepheid,1
Q7548877,Snyder's-Lance,1
Q5175243,Così,1
Q6485221,Landstar System,1
Q19572527,First Merchants Bank,1
Q7009312,New Jersey Resources,1
Q4790268,SAP Ariba,1
Q2931412,Viridien,1
Q7060191,Northwest Bank,1
Q18636688,Atlantic Coast Financial,1
Q30283745,Zynerba Pharmaceuticals,1
Q7076047,Ocean Power Technologies,1
Q136959566,High Voltage Engineering Corporation,1
Q7097878,Opexa Therapeutics,1
Q20648663,Tegna Inc.,1
Q7761625,The Rouse Company,1
Q50239180,Cardtronics,1
Q18344949,Globus Medical,1
Q805383,Bally Technologies,1
Q7067712,NuStar Energy,1
Q16959092,United Security Bancshares,1
Q5450341,"Finish Line, Inc.",1
Q1074666,Chiquita Brands International,1
Q4743779,American Financial Group,1
Q5025239,Cambrex Corporation,1
Q15109904,Magnetek,1
Q27346385,Manchester United plc,1
Q41590812,Artisan Partners,1
Q139545572,LuxExperience,1
Q16975278,Green Dot Corporation,1
Q54263910,Vici Properties,1
Q22121871,Scansource,1
Q1181953,Deckers Outdoor Corporation,1
Q8064381,Zagg,1
Q7311538,Remark Media,1
Q16828730,Annaly Capital Management,1
Q5380346,Enterprise Products,1
Q15606898,Danaos Corporation,1
Q48822,Valspar,1
Q17051868,Poshmark,1
Q2912154,VeriFone,1
Q4928758,BlueLinx,1
Q5061578,Central Pacific Bank,1
Q17141691,Pixelworks,1
Q136815592,Heartland Express,1
Q15845093,Credit Acceptance,1
Q7256219,Psychemedics Corporation,1
Q734338,Verisign,1
Q109291018,ArcBest,1
Q125003256,Fusion Pharmaceuticals,1
Q5255025,Leaf Group,1
Q7208364,Pointer Telocation,1
Q838716,Repsol Oil & Gas Canada,1
Q8044926,Xoom Corporation,1
Q941392,Informatica,1
Q17108492,Middleby Corporation,1
Q897097,Brady Corporation,1
Q7692144,TechTarget,1
Q15964806,ImmunoGen Inc.,1
Q5289230,Dollar Tree,1
Q48988040,DaVita Medical Group,1
Q30283420,Adaptive Biotechnologies,1
Q5254919,Deluxe Corporation,1
Q4932386,Bob Evans Restaurants,1
Q48976878,Berkshire Bank,1
Q2528284,Vishay Intertechnology,1
Q17050423,CarGurus,1
Q28175069,Genomic Health,1
Q1135278,CoreCivic,1
Q285931,GlassBridge Enterprises,1
Q547450,Celanese Corporation,1
Q85876205,51job.com,1
Q17108752,Taylor Corporation,1
Q5291323,Domo,1
Q4835755,BJ's Restaurant & Brewery,1
Q17068984,eGain,1
Q5530848,GenOn Energy,1
Q1835753,Splunk Inc.,1
Q4855875,BankAtlantic,1
Q17460900,Zoom Video Communications,1
Q5275716,Digi International,1
Q19866242,Catalent,1
Q1419446,First Horizon National Corporation,1
Q662095,Edison International,1
Q124258509,HarborOne Bancorp,1
Q6554513,Linn Energy,1
Q13631921,New Oriental,1
Q5651043,Hansen Medical,1
Q16245358,Berry Petroleum Company,1
Q5204878,DEX One,1
Q6038080,Insight Enterprises,1
Q1225892,Sonim Technologies,1
Q5453450,First Niagara Bank,1
Q22121865,Cimpress,1
Q4112833,Caleres,1
Q1369955,W. R. Berkley,1
Q5629085,Tokio Marine HCC,1
Q20642307,Fleetmatics,1
Q844805,Dillard's,1
Q43303430,Twist Bioscience,1
Q15917582,Quidel,1
Q6911967,Morgans Hotel Group,1
Q15109907,Medivation,1
Q5324689,EXL,1
Q5035425,CapitalSource,1
Q7095196,Onyx Pharmaceuticals,1
Q30297735,Applied Optoelectronics,1
Q5380128,Entegris,1
Q866972,Vonage,1
Q19903773,Varonis Systems,1
Q6818651,Mercury Systems,1
Q2866017,Aruba Networks,1
Q4974584,Brookfield Properties,1
Q5064245,"Dayforce, Inc.",1
Q5055619,Cbeyond,1
Q5703474,Helen of Troy Limited,1
Q1700871,Bausch Health,1
Q7405065,Sally Beauty Holdings,1
Q56826699,MariaDB Corporation Ab,1
Q7431894,Schneider National,1
Q1544413,National Instruments,1
Q18636683,Global Industrial,1
Q1381973,Everest Re,1
Q107520260,Matterport,1
Q863675,Freescale Semiconductor,1
Q5570647,Global Sources,1
Q21010691,Westwood Holdings Group,1
Q5431722,FalconStor Software,1
Q28402389,Simmons Bank,1
Q529157,Frontline,1
Q30591272,"Halozyme, Inc.",1
Q1282031,Ecolab,1
Q114821698,"BancorpSouth, Inc.",1
Q6550684,Lincoln Group of Schools,1
Q3216600,Lamb Weston,1
Q28155430,Arch Capital Group,1
Q7276995,RMG Networks,1
Q2171646,Jabil,1
Q7083862,Old Dominion Freight Line,1
Q7368685,Rosetta Genomics,1
Q60772582,The Michaels Companies,1
Q2842931,American Eagle Outfitters,1
Q5096393,Chico's FAS,1
Q2449642,Transportadora de Gas del Sur,1
Q1235669,Dollar Thrifty Automotive Group,1
Q3303765,Mead Johnson,1
Q481472,Sappi,1
Q16968424,Zeltiq Aesthetics,1
Q30283314,Cytokinetics,1
Q734061,"DTS, Inc.",1
Q5170685,Corinthian Colleges,1
Q5152057,CommScope,1
Q39052929,Brighthouse Financial,1
Q2990393,CCU,1
Q111384774,Cactus Inc.,1
Q3742240,Centerra Gold,1
Q113503520,Kymera Therapeutics,1
Q7512309,Sigma Designs,1
Q5424656,FBR Capital Markets,1
Q15926208,H World Group Limited,1
Q16956471,Cenveo,1
Q7196294,Pinnacle Financial Partners,1
Q1630431,HCA Corporation,1
Q7440212,Seabridge Gold,1
Q17747021,Arbutus Biopharma,1
Q56273983,Appian Corporation,1
Q5995354,Ikanos Communications,1
Q293796,Aimco,1
Q96145483,Playtika,1
Q7937957,Vivus,1
Q19893981,Milacron,1
Q104664954,Delek US,1
Q56280964,Floor & Decor,1
Q5750102,Hhgregg,1
Q6459789,Genasys,1
Q7643493,Superior Bancorp,1
Q7187948,Photronics Inc,1
Q725634,Ashland Inc.,1
Q5037190,CarMax,1
Q1192654,Spansion,1
Q6545346,Lifeboat Distribution,1
Q2480102,L-1 Identity Solutions,1
Q16885315,Mueller Industries,1
Q1817417,National Oilwell Varco,1
Q5141641,Coinstar,1
Q7598287,Standard Pacific Homes,1
Q5275978,Digital River,1
Q17080741,Silgan Holdings,1
Q19865761,"Ventas, Inc.",1
Q5374115,Empire Resorts,1
Q1275613,EPAM Systems,1
Q7921363,Verint Systems,1
Q2494842,ESAB,1
Q2579502,Colfax Corporation,1
Q30324333,TechnipFMC,1
Q6058311,IntraLinks,1
Q7562414,Sonus Networks,1
Q5375543,Encore Capital Group,1
Q7848087,TrustCo Bank,1
Q4789079,Ares Management,1
Q637474,Visteon,1
Q5177980,Coupa,1
