company,company_id,ticker,industry,company_url,market_cap_2026_01_01
Obsidian Energy,Q764321,OBE,petroleum industry,http://www.wikidata.org/entity/Q764321,4492047648.493652
Vermilion Energy,Q7921589,VET,petroleum industry,http://www.wikidata.org/entity/Q7921589,4475459322.395325
GenOn Energy,Q5530848,GEN,electricity supply company,http://www.wikidata.org/entity/Q5530848,4474082959.326111
FNB Corporation,Q5426765,FNB,financial services,http://www.wikidata.org/entity/Q5426765,4472538861.236572
Kemper Corporation,Q6387063,KMPR,insurance,http://www.wikidata.org/entity/Q6387063,4461075288.796234
Ryder,Q2178198,R,logistics,http://www.wikidata.org/entity/Q2178198,4456607812.049866
Radian Group,Q7280290,RDN,insurance,http://www.wikidata.org/entity/Q7280290,4447926671.722412
Ashland Inc.,Q725634,ASH,industrial manufacturing,http://www.wikidata.org/entity/Q725634,4443043569.563293
FICO,Q1392999,FICO,data analysis,http://www.wikidata.org/entity/Q1392999,4435905911.636353
Choice Hotels,Q1075788,CHH,hospitality industry,http://www.wikidata.org/entity/Q1075788,4396862473.542786
Orix,Q906055,IX,financial services,http://www.wikidata.org/entity/Q906055,4388992614.063263
Molina Healthcare,Q6896175,MOH,health care industry,http://www.wikidata.org/entity/Q6896175,4377967937.423706
Primerica,Q7243481,PRI,financial services,http://www.wikidata.org/entity/Q7243481,4360364186.036682
Spectra Energy,Q7575161,SE,petroleum industry,http://www.wikidata.org/entity/Q7575161,4359429951.688904
Sea Ltd,Q93520415,SE,e-commerce,http://www.wikidata.org/entity/Q93520415,4359429951.688904
Bemis Company,Q816379,BMS,product packaging industry,http://www.wikidata.org/entity/Q816379,4347800471.292114
Associated Banc-Corp,Q4809155,ASB,financial services,http://www.wikidata.org/entity/Q4809155,4338065934.848785
Convergys,Q1129426,CVG,customer relationship management,http://www.wikidata.org/entity/Q1129426,4266322376.312256
Ares Management,Q4789079,ARES,financial services,http://www.wikidata.org/entity/Q4789079,4263740160.0
Jabil,Q2171646,JBL,electronics,http://www.wikidata.org/entity/Q2171646,4249323960.0
AngloGold Ashanti,Q541076,AU,mining,http://www.wikidata.org/entity/Q541076,4233170385.6811523
BankUnited,Q4855887,BKU,financial services,http://www.wikidata.org/entity/Q4855887,4196888365.814209
AXIS Capital,Q16836218,AXS,reinsurance,http://www.wikidata.org/entity/Q16836218,4179360108.427429
Hilton Grand Vacations,Q13636126,HGV,timeshare,http://www.wikidata.org/entity/Q13636126,4156494002.79364
Peabody Energy,Q1785549,BTU,mining of coal,http://www.wikidata.org/entity/Q1785549,4153928587.3031616
Range Resources,Q4048013,RRC,petroleum industry,http://www.wikidata.org/entity/Q4048013,4152642710.002899
Jeld-Wen,Q1612593,JELD,,http://www.wikidata.org/entity/Q1612593,4150149067.4057007
Conseco,Q5162777,CNO,financial services,http://www.wikidata.org/entity/Q5162777,4136217029.4685364
Penske Automotive Group,Q1975799,PAG,automotive industry,http://www.wikidata.org/entity/Q1975799,4104907819.0994263
Flowers Foods,Q5462295,FLO,,http://www.wikidata.org/entity/Q5462295,4070663747.41745
Rayonier,Q7299366,RYN,,http://www.wikidata.org/entity/Q7299366,4070432961.999893
Cinemark,Q707530,CNK,,http://www.wikidata.org/entity/Q707530,4066244744.3618774
Portland General Electric,Q7231939,POR,public utility,http://www.wikidata.org/entity/Q7231939,4066091687.3443604
Trinity Industries,Q7842860,TRN,conglomerate,http://www.wikidata.org/entity/Q7842860,4054013120.324402
PBF Energy,Q16979157,PBF,petroleum industry,http://www.wikidata.org/entity/Q16979157,4036407986.869812
Home BancShares,Q28402394,HOMB,financial services,http://www.wikidata.org/entity/Q28402394,4030899000.0
Sparklight,Q11301445,CABO,telecommunications,http://www.wikidata.org/entity/Q11301445,4028233013.675537
Brink's,Q2902305,BCO,logistics,http://www.wikidata.org/entity/Q2902305,4009906504.5074463
Kirby Corporation,Q18151094,KEX,water transport,http://www.wikidata.org/entity/Q18151094,3987759782.180786
MasTec,Q6782217,MTZ,construction,http://www.wikidata.org/entity/Q6782217,3984725862.1063232
Globus Medical,Q18344949,GMED,health technology,http://www.wikidata.org/entity/Q18344949,3972639706.911743
Camping World,Q5028383,CWH,retail,http://www.wikidata.org/entity/Q5028383,3965216053.4202576
Kennametal,Q6389509,KMT,,http://www.wikidata.org/entity/Q6389509,3952560303.541565
Boyd Gaming,Q2923022,BYD,,http://www.wikidata.org/entity/Q2923022,3943405314.163208
Hawaiian Electric Industries,Q5684524,HE,,http://www.wikidata.org/entity/Q5684524,3932577915.992737
Evercore Partners,Q5416929,EVR,financial services,http://www.wikidata.org/entity/Q5416929,3924990000.0
Terex,Q1937503,TEX,manufacture of machinery and equipment,http://www.wikidata.org/entity/Q1937503,3905820098.876953
Encompass Health,Q5690400,EHC,health care,http://www.wikidata.org/entity/Q5690400,3857639788.382324
Timken Company,Q469553,TKR,industrial manufacturing,http://www.wikidata.org/entity/Q469553,3832850020.592163
ONE Gas,Q16983192,OGS,public utility,http://www.wikidata.org/entity/Q16983192,3832670271.759033
Southwest Gas,Q7571280,SWX,,http://www.wikidata.org/entity/Q7571280,3831475903.816223
Cabot Corporation,Q750124,CBT,,http://www.wikidata.org/entity/Q750124,3806699298.431015
Louisiana-Pacific,Q1872227,LPX,construction,http://www.wikidata.org/entity/Q1872227,3806387033.176422
"XPO, Inc.",Q8042415,XPO,logistics,http://www.wikidata.org/entity/Q8042415,3797505214.15329
Valmont Industries,Q7912506,VMI,industrial manufacturing,http://www.wikidata.org/entity/Q7912506,3749487182.98645
DST Systems,Q5206198,DST,corporate services,http://www.wikidata.org/entity/Q5206198,3737867795.6222534
Deluxe Corporation,Q5254919,DLX,corporate services,http://www.wikidata.org/entity/Q5254919,3715544234.9212646
RingCentral,Q7334682,RNG,cloud computing,http://www.wikidata.org/entity/Q7334682,3709071003.33374
Cameco,Q1028449,CCJ,mining,http://www.wikidata.org/entity/Q1028449,3699051536.5448
White Mountains Insurance Group,Q7995089,WTM,,http://www.wikidata.org/entity/Q7995089,3691678000.649414
American Greetings,Q464767,AM,greeting card,http://www.wikidata.org/entity/Q464767,3688546991.5657043
Cedar Fair,Q657648,FUN,leisure park industry,http://www.wikidata.org/entity/Q657648,3663096239.593506
Six Flags,Q127324768,FUN,entertainment industry,http://www.wikidata.org/entity/Q127324768,3663096239.593506
"Pure Storage, Inc.",Q7261135,PSTG,recording medium,http://www.wikidata.org/entity/Q7261135,3635714601.2973785
Bank of Hawaii,Q4856124,BOH,finance,http://www.wikidata.org/entity/Q4856124,3633799850.6011963
Nu Skin Enterprises,Q1764040,NUS,personal care product,http://www.wikidata.org/entity/Q1764040,3612246483.7234497
Owens-Illinois,Q180106,OI,product packaging industry,http://www.wikidata.org/entity/Q180106,3610960932.4264526
Gold Fields,Q1534597,GFI,gold mining,http://www.wikidata.org/entity/Q1534597,3606646694.379822
Buenaventura,Q1001788,BVN,mining,http://www.wikidata.org/entity/Q1001788,3576137053.262329
Black Stone Minerals,Q21196367,BSM,petroleum industry,http://www.wikidata.org/entity/Q21196367,3566579746.1738586
Companhia Siderúrgica Nacional,Q400384,SID,iron and steel industry,http://www.wikidata.org/entity/Q400384,3542626686.549225
OneMain Financial,Q28444592,OMF,financial services,http://www.wikidata.org/entity/Q28444592,3516498949.03183
Ryman Hospitality Properties,Q7385192,RHP,real estate investment trust,http://www.wikidata.org/entity/Q7385192,3494551450.035095
New Jersey Resources,Q7009312,NJR,,http://www.wikidata.org/entity/Q7009312,3478855966.8237915
TD SYNNEX,Q109539474,SNX,IT service management,http://www.wikidata.org/entity/Q109539474,3476071484.4703674
Synnex,Q7662493,SNX,information technology,http://www.wikidata.org/entity/Q7662493,3476071484.4703674
Yelp,Q2299611,YELP,information technology,http://www.wikidata.org/entity/Q2299611,3432474952.9466553
Post Holdings,Q27988145,POST,food processing,http://www.wikidata.org/entity/Q27988145,3430373714.384079
Spectrum Brands,Q771865,SPB,industrial manufacturing,http://www.wikidata.org/entity/Q771865,3424255786.9796753
Planet Fitness,Q7201095,PLNT,,http://www.wikidata.org/entity/Q7201095,3407529771.1006165
Transportadora de Gas del Sur,Q2449642,TGS,,http://www.wikidata.org/entity/Q2449642,3398366542.180298
Performance Food Group,Q2070689,PFGC,,http://www.wikidata.org/entity/Q2070689,3386129843.902588
Avista,Q4828988,AVA,energy industry,http://www.wikidata.org/entity/Q4828988,3381322665.2240753
UniFirst,Q7884645,UNF,industrial laundry,http://www.wikidata.org/entity/Q7884645,3348822056.048584
Signet Jewelers Limited,Q7512923,SIG,retail,http://www.wikidata.org/entity/Q7512923,3336749669.9825287
American Eagle Outfitters,Q2842931,AEO,retail,http://www.wikidata.org/entity/Q2842931,3334480664.680481
Edgewell Personal Care,Q5337641,EPC,hygiene,http://www.wikidata.org/entity/Q5337641,3326879290.8096313
Outfront Media,Q23090931,OUT,out-of-home advertising,http://www.wikidata.org/entity/Q23090931,3310516497.9553223
HubSpot,Q5926631,HUBS,marketing,http://www.wikidata.org/entity/Q5926631,3303640657.0243835
CACI,Q1022711,CACI,professional services industry,http://www.wikidata.org/entity/Q1022711,3269773075.7904053
Science Applications International Corporation,Q14993631,SAIC,information technology,http://www.wikidata.org/entity/Q14993631,3253466944.0330505
Manchester United plc,Q27346385,MANU,sports industry,http://www.wikidata.org/entity/Q27346385,3251021116.3306885
Ormat Technologies,Q1549511,ORA,,http://www.wikidata.org/entity/Q1549511,3241013053.6079407
FirstCash,Q5048636,FCFS,retail,http://www.wikidata.org/entity/Q5048636,3238409253.479004
Brandywine Realty Trust,Q4957288,BDN,,http://www.wikidata.org/entity/Q4957288,3217265394.4587708
Black Hills Corporation,Q880296,BKH,energy industry,http://www.wikidata.org/entity/Q880296,3214424359.638977
Stantec,Q2331913,STN,,http://www.wikidata.org/entity/Q2331913,3214110337.7342224
WESCO International,Q7949044,WCC,maintenance,http://www.wikidata.org/entity/Q7949044,3208304436.833954
Ritchie Bros. Auctioneers,Q7336661,RBA,auction,http://www.wikidata.org/entity/Q7336661,3208047082.710266
CNX Resources,Q65066950,CNX,petroleum industry,http://www.wikidata.org/entity/Q65066950,3188038071.977936
Trinseo,Q18354527,TSE,industrial manufacturing,http://www.wikidata.org/entity/Q18354527,3172961153.31192
Dick's Sporting Goods,Q5272601,DKS,retail,http://www.wikidata.org/entity/Q5272601,3143178814.968109
Belden,Q815327,BDC,electronics,http://www.wikidata.org/entity/Q815327,3136049819.5892334
Green Dot Corporation,Q16975278,GDOT,financial services,http://www.wikidata.org/entity/Q16975278,3129030542.8447723
Armstrong World Industries,Q689446,AWI,building material,http://www.wikidata.org/entity/Q689446,3128230940.5838013
TriNet HR Services,Q7839814,TNET,,http://www.wikidata.org/entity/Q7839814,3123504706.7489624
Telephone and Data Systems,Q7696488,TDS,telecommunications,http://www.wikidata.org/entity/Q7696488,3111097914.619446
Sensient Technologies,Q7451039,SXT,,http://www.wikidata.org/entity/Q7451039,3092467519.507599
Generac Holdings Inc.,Q5531627,GNRC,industrial manufacturing,http://www.wikidata.org/entity/Q5531627,3088626804.5513153
"Greif, Inc.",Q20486914,GEF,product packaging industry,http://www.wikidata.org/entity/Q20486914,3088404841.3482666
Clean Harbors,Q5130494,CLH,waste management,http://www.wikidata.org/entity/Q5130494,3085795743.4368134
B2Gold,Q22671405,BTG,mining,http://www.wikidata.org/entity/Q22671405,3078417754.896515
Graham Holdings Company,Q3121014,GHC,conglomerate,http://www.wikidata.org/entity/Q3121014,3072655750.6469727
ProAssurance,Q7246635,PRA,insurance,http://www.wikidata.org/entity/Q7246635,3062668581.7718506
The New York Times Company,Q2529982,NYT,journalism,http://www.wikidata.org/entity/Q2529982,3049207000.0
Artisan Partners,Q41590812,APAM,,http://www.wikidata.org/entity/Q41590812,3041010200.0
Allegheny Technologies,Q1361648,ATI,,http://www.wikidata.org/entity/Q1361648,3039225923.1567383
Tegna Inc.,Q20648663,TGNA,,http://www.wikidata.org/entity/Q20648663,3030100463.581085
Houlihan Lokey,Q1410137,HLI,financial services,http://www.wikidata.org/entity/Q1410137,3028786319.3458557
Wolverine World Wide,Q8030548,WWW,textile industry,http://www.wikidata.org/entity/Q8030548,3023492744.4072723
Haemonetics,Q16980281,HAE,biomedical engineering,http://www.wikidata.org/entity/Q16980281,3002265646.650696
Vishay Intertechnology,Q2528284,VSH,electronics,http://www.wikidata.org/entity/Q2528284,2992461416.0
Box,Q4951483,BOX,cloud storage,http://www.wikidata.org/entity/Q4951483,2990718838.8404846
Ciena,Q1091783,CIEN,telecommunications,http://www.wikidata.org/entity/Q1091783,2989390083.5876465
Moelis & Company,Q16953039,MC,financial services,http://www.wikidata.org/entity/Q16953039,2982682100.0
Rogers Corporation,Q16984188,ROG,,http://www.wikidata.org/entity/Q16984188,2977627806.32782
"Energizer Holdings, Inc.",Q1200840,ENR,,http://www.wikidata.org/entity/Q1200840,2970221063.661957
MSA Safety,Q3009498,MSA,,http://www.wikidata.org/entity/Q3009498,2960256111.808777
Mercury Insurance Group,Q16981897,MCY,insurance,http://www.wikidata.org/entity/Q16981897,2955825108.0417633
EnerSys,Q1341588,ENS,,http://www.wikidata.org/entity/Q1341588,2932300222.3342896
Brookfield Business Partners,Q24705550,BBU,,http://www.wikidata.org/entity/Q24705550,2897167660.3889465
GEO Group,Q1502794,GEO,real estate investment trust,http://www.wikidata.org/entity/Q1502794,2871789646.419525
Delek US,Q104664954,DK,petroleum industry,http://www.wikidata.org/entity/Q104664954,2844412738.442444
Lithia Motors,Q6647881,LAD,car dealership,http://www.wikidata.org/entity/Q6647881,2833547894.647217
Sunoco,Q1423218,SUN,petroleum industry,http://www.wikidata.org/entity/Q1423218,2825305802.0504
Carvana,Q16247191,CVNA,e-commerce,http://www.wikidata.org/entity/Q16247191,2812131483.43277
"KBR, Inc.",Q596499,KBR,,http://www.wikidata.org/entity/Q596499,2787542749.2752075
KB Home,Q6326486,KBH,,http://www.wikidata.org/entity/Q6326486,2781193379.2125854
Proto Labs,Q17152492,PRLB,,http://www.wikidata.org/entity/Q17152492,2774294700.0
Loma Negra,Q6669086,LOMA,construction industry,http://www.wikidata.org/entity/Q6669086,2746483309.135437
Taylor Morrison,Q7690075,TMHC,,http://www.wikidata.org/entity/Q7690075,2744971112.974167
Iamgold,Q1655409,IAG,mining,http://www.wikidata.org/entity/Q1655409,2742041307.4764404
Murphy USA,Q19604459,MUSA,petroleum industry,http://www.wikidata.org/entity/Q19604459,2739592960.8078003
Tri Pointe Homes,Q105038141,TPH,,http://www.wikidata.org/entity/Q105038141,2724520971.599579
TRI Pointe Group,Q58041994,TPH,,http://www.wikidata.org/entity/Q58041994,2724520971.599579
H.B. Fuller,Q20486915,FUL,chemical industry,http://www.wikidata.org/entity/Q20486915,2723300830.003357
Kosmos Energy,Q16733729,KOS,petroleum industry,http://www.wikidata.org/entity/Q16733729,2719333566.94075
"Community Bank, N.A.",Q5154635,CBU,financial services,http://www.wikidata.org/entity/Q5154635,2719051250.0
Noah Holdings,Q121001340,NOAH,financial services,http://www.wikidata.org/entity/Q121001340,2713396328.430176
TopBuild Corp.,Q106253502,BLD,,http://www.wikidata.org/entity/Q106253502,2699396245.864105
The Cooper Companies,Q1129792,COO,medical device,http://www.wikidata.org/entity/Q1129792,2676639518.9849854
CoreCivic,Q1135278,CXW,industrial sector,http://www.wikidata.org/entity/Q1135278,2659590000.0
Simpson Manufacturing Company,Q29469208,SSD,construction,http://www.wikidata.org/entity/Q29469208,2659506760.9313965
Applied Industrial Technologies,Q4781544,AIT,,http://www.wikidata.org/entity/Q4781544,2636927280.9158325
Tanger Inc.,Q7682888,SKT,outlet store,http://www.wikidata.org/entity/Q7682888,2619349627.5749207
Petrobras Argentina,Q3377614,PZE,petroleum industry,http://www.wikidata.org/entity/Q3377614,2606439827.9849854
W. R. Berkley,Q1369955,WRB,insurance,http://www.wikidata.org/entity/Q1369955,2579718430.709839
Alamos Gold,Q105760370,AGI,,http://www.wikidata.org/entity/Q105760370,2561646134.223633
Herbalife,Q572948,HLF,food industry,http://www.wikidata.org/entity/Q572948,2542279816.3864746
Granite Construction,Q5595849,GVA,construction,http://www.wikidata.org/entity/Q5595849,2530241741.1735535
Tronox,Q3999691,TROX,mining,http://www.wikidata.org/entity/Q3999691,2512187888.0348206
Babcock & Wilcox,Q797609,BW,industrial manufacturing,http://www.wikidata.org/entity/Q797609,2504010926.366043
Builders FirstSource,Q27686100,BLDR,building materials trade,http://www.wikidata.org/entity/Q27686100,2497548114.9368286
Commercial Metals Company,Q5152510,CMC,iron and steel industry,http://www.wikidata.org/entity/Q5152510,2494738444.290161
United Natural Foods,Q7888979,UNFI,wholesale,http://www.wikidata.org/entity/Q7888979,2483749993.0763245
ABM Industries,Q4650338,ABM,facility management,http://www.wikidata.org/entity/Q4650338,2479795864.251709
SM Energy,Q16984687,SM,petroleum industry,http://www.wikidata.org/entity/Q16984687,2464635831.483841
AllianceBernstein,Q4732268,AB,asset management,http://www.wikidata.org/entity/Q4732268,2448386925.430298
Compass Minerals,Q5156101,CMP,mining industry,http://www.wikidata.org/entity/Q5156101,2444347550.0
Sally Beauty Holdings,Q7405065,SBH,,http://www.wikidata.org/entity/Q7405065,2431014629.6596527
Carpenter Technology Corporation,Q5045738,CRS,iron and steel industry,http://www.wikidata.org/entity/Q5045738,2384165003.4809113
Acadia Realty Trust,Q4671583,AKR,,http://www.wikidata.org/entity/Q4671583,2382071093.1396484
General American Transportation Corporation,Q940421,GATX,railways rolling stock leasing,http://www.wikidata.org/entity/Q940421,2380727994.155884
Insperity,Q16980616,NSP,professional service,http://www.wikidata.org/entity/Q16980616,2379130276.699829
Korn Ferry,Q1728446,KFY,employment services industry,http://www.wikidata.org/entity/Q1728446,2339000422.375107
HudBay Minerals,Q5928181,HBM,,http://www.wikidata.org/entity/Q5928181,2327327180.043457
Fresh Del Monte Produce,Q3211367,FDP,agriculture,http://www.wikidata.org/entity/Q3211367,2325862113.661194
B&G Foods,Q54953653,BGS,food industry,http://www.wikidata.org/entity/Q54953653,2317541535.6056213
Main Street Capital Corp,Q22674048,MAIN,,http://www.wikidata.org/entity/Q22674048,2308229540.404892
Xenia Hotels and Resorts,Q21021003,XHR,real estate investment trust,http://www.wikidata.org/entity/Q21021003,2304214356.285095
Prestige Brands,Q7241774,PBH,,http://www.wikidata.org/entity/Q7241774,2297489168.106079
Twilio,Q7858039,TWLO,software development,http://www.wikidata.org/entity/Q7858039,2260304196.535492
Seritage Growth Properties,Q105099852,SRG,,http://www.wikidata.org/entity/Q105099852,2257902616.908264
Nelnet,Q6990264,NNI,financial services,http://www.wikidata.org/entity/Q6990264,2228488696.3409424
Boston Beer Company,Q894558,SAM,,http://www.wikidata.org/entity/Q894558,2225856431.0913086
Cohen & Steers,Q115056594,CNS,,http://www.wikidata.org/entity/Q115056594,2211512163.8145447
Arcos Dorados Holdings,Q15727302,ARCO,food industry,http://www.wikidata.org/entity/Q15727302,2184605547.7179565
Avanos Medical,Q56276948,AVNS,health care,http://www.wikidata.org/entity/Q56276948,2183487392.429352
California Water Service Group,Q104845916,CWT,water supply,http://www.wikidata.org/entity/Q104845916,2177484711.7347717
Cooper-Standard Automotive,Q5167736,CPS,,http://www.wikidata.org/entity/Q5167736,2177400750.0
LiveRamp,Q125352505,RAMP,,http://www.wikidata.org/entity/Q125352505,2172160539.667877
"Williams-Sonoma, Inc.",Q2581220,WSM,home furnishing,http://www.wikidata.org/entity/Q2581220,2151288731.7466736
Cleveland-Cliffs,Q5133094,CLF,iron and steel industry,http://www.wikidata.org/entity/Q5133094,2148241083.6860046
American States Water,Q16974884,AWR,"water collection, treatment and supply",http://www.wikidata.org/entity/Q16974884,2126194599.3976593
Edenor S.A.,Q2843192,EDN,public utility,http://www.wikidata.org/entity/Q2843192,2122368952.5802612
Pitney Bowes,Q428977,PBI,service,http://www.wikidata.org/entity/Q428977,2102086017.3797607
cars.com,Q5046846,CARS,,http://www.wikidata.org/entity/Q5046846,2064629770.2836304
CEMIG,Q1121202,CIG,,http://www.wikidata.org/entity/Q1121202,2047924774.2518005
Alexander's,Q4718099,ALX,real estate investment trust,http://www.wikidata.org/entity/Q4718099,2021720777.6724243
Quaker Chemical Corporation,Q16983837,KWR,chemical industry,http://www.wikidata.org/entity/Q16983837,2006562440.6585693
Alexander & Baldwin,Q135281,ALEX,conglomerate,http://www.wikidata.org/entity/Q135281,1990724910.6145935
Mueller Water Products,Q16982326,MWA,,http://www.wikidata.org/entity/Q16982326,1986506157.6652527
Albany International,Q23018189,AIN,,http://www.wikidata.org/entity/Q23018189,1979691659.5790863
Teladoc,Q20715093,TDOC,medicine,http://www.wikidata.org/entity/Q20715093,1974398783.5525513
Brady Corporation,Q897097,BRC,industrial manufacturing,http://www.wikidata.org/entity/Q897097,1970959259.3521118
Enpro Industries,Q16013760,NPO,industrial manufacturing,http://www.wikidata.org/entity/Q16013760,1939331987.3039246
Emergent,Q5370757,EBS,pharmaceutical industry,http://www.wikidata.org/entity/Q5370757,1915103102.307129
Hecla Mining,Q5696498,HL,mining,http://www.wikidata.org/entity/Q5696498,1906390075.4986038
Stifel,Q7616390,SF,investment,http://www.wikidata.org/entity/Q7616390,1887310822.1855164
Axos Financial,Q4937270,AX,bank,http://www.wikidata.org/entity/Q4937270,1878596046.032524
Tootsie Roll Industries,Q7824332,TR,,http://www.wikidata.org/entity/Q7824332,1876346068.6397552
Restoration Hardware,Q7316207,RH,retail,http://www.wikidata.org/entity/Q7316207,1865092983.1932068
The RMR Group,Q84698811,RMR,Real estate investment,http://www.wikidata.org/entity/Q84698811,1843903826.2767792
OR Royalties,Q96419113,OR,,http://www.wikidata.org/entity/Q96419113,1835843666.639328
Brookdale Senior Living,Q4974387,BKD,retirement home,http://www.wikidata.org/entity/Q4974387,1806906342.0700989
Chegg,Q5089544,CHGG,educational technology,http://www.wikidata.org/entity/Q5089544,1794596126.4419556
USANA Health Sciences,Q2502355,USNA,food industry,http://www.wikidata.org/entity/Q2502355,1780858143.3929443
Stepan Company,Q3208192,SCL,chemistry,http://www.wikidata.org/entity/Q3208192,1779691638.5101318
Herc Holdings Inc.,Q107623842,HRI,,http://www.wikidata.org/entity/Q107623842,1779501437.347412
Winnebago Industries,Q8025558,WGO,automotive industry,http://www.wikidata.org/entity/Q8025558,1756276071.8009949
Provident Bank of New Jersey,Q7252517,PFS,finance,http://www.wikidata.org/entity/Q7252517,1756003170.2928543
TransAlta Corporation,Q2448801,TAC,electricity generation,http://www.wikidata.org/entity/Q2448801,1736941841.920105
MaxLinear,Q6794502,MXL,,http://www.wikidata.org/entity/Q6794502,1719942004.9667358
NW Natural,Q6955989,NWN,,http://www.wikidata.org/entity/Q6955989,1717949868.9460754
The Greenbrier Companies,Q7738224,GBX,,http://www.wikidata.org/entity/Q7738224,1715769615.4403687
Brinker International,Q917487,EAT,music,http://www.wikidata.org/entity/Q917487,1703281598.6915588
HNI Corporation,Q5635303,HNI,industrial manufacturing,http://www.wikidata.org/entity/Q5635303,1668013634.802246
Clear Channel Outdoor,Q5130656,CCO,mass media,http://www.wikidata.org/entity/Q5130656,1662656202.3297272
Globant,Q5570946,GLOB,software development,http://www.wikidata.org/entity/Q5570946,1661753371.2539673
Inversiones y Representaciones Sociedad Anónima,Q6060469,IRS,,http://www.wikidata.org/entity/Q6060469,1658541486.963272
Dillard's,Q844805,DDS,retail,http://www.wikidata.org/entity/Q844805,1649651544.0410614
Worthington Industries,Q2594130,WOR,,http://www.wikidata.org/entity/Q2594130,1647238283.841133
Comfort Systems USA,Q5151691,FIX,"heating, ventilation, and air conditioning",http://www.wikidata.org/entity/Q5151691,1616857166.520691
Shake Shack,Q1058722,SHAK,restaurant,http://www.wikidata.org/entity/Q1058722,1599121468.2415009
"Trex Company, Inc.",Q16985774,TREX,,http://www.wikidata.org/entity/Q16985774,1591227515.289688
FTI Consulting,Q5427196,FCN,professional services industry,http://www.wikidata.org/entity/Q5427196,1590336206.1080933
Acushnet Company,Q344839,GOLF,,http://www.wikidata.org/entity/Q344839,1570023553.9976807
Tenet Healthcare,Q3518066,THC,health care,http://www.wikidata.org/entity/Q3518066,1553869664.3600464
Genworth Financial,Q1502712,GNW,financial services,http://www.wikidata.org/entity/Q1502712,1552334702.5178146
Boise Cascade,Q2909088,BCC,,http://www.wikidata.org/entity/Q2909088,1550693609.3025208
Adams Funds,Q105580834,ADX,investment,http://www.wikidata.org/entity/Q105580834,1527453782.8626633
Adams Express Company,Q4680345,ADX,investment,http://www.wikidata.org/entity/Q4680345,1527453782.8626633
PJT Partners,Q23680081,PJT,investment bank,http://www.wikidata.org/entity/Q23680081,1525940108.9385986
Celestica,Q225440,CLS,electronics,http://www.wikidata.org/entity/Q225440,1516508249.9193115
Shutterstock,Q3482689,SSTK,stock photography,http://www.wikidata.org/entity/Q3482689,1501204779.4128418
Coeur Mining,Q386193,CDE,mining,http://www.wikidata.org/entity/Q386193,1493445000.0
Walker & Dunlop,Q60764327,WD,,http://www.wikidata.org/entity/Q60764327,1484223000.0
Methode Electronics,Q18151484,MEI,electronics,http://www.wikidata.org/entity/Q18151484,1483178643.562317
La-Z-Boy,Q6391583,LZB,industrial manufacturing,http://www.wikidata.org/entity/Q6391583,1466421875.8586884
Integer,Q30297996,ITGR,,http://www.wikidata.org/entity/Q30297996,1457119775.4592896
Gray Media,Q5598232,GTN,terrestrial television,http://www.wikidata.org/entity/Q5598232,1455585050.0
Employers Holdings Inc,Q124724566,EIG,,http://www.wikidata.org/entity/Q124724566,1454517409.9868774
IMAX Corporation,Q1654103,IMAX,Motion Picture Production and Services,http://www.wikidata.org/entity/Q1654103,1448847356.1256409
Caleres,Q4112833,CAL,retail,http://www.wikidata.org/entity/Q4112833,1446312544.2249298
Oil States International,Q17182243,OIS,petroleum industry,http://www.wikidata.org/entity/Q17182243,1445829981.021881
J.Jill,Q64448268,JILL,,http://www.wikidata.org/entity/Q64448268,1432920831.1157227
Group 1 Automotive,Q5611081,GPI,car dealership,http://www.wikidata.org/entity/Q5611081,1427057687.5457764
Hyster-Yale Materials Handling,Q19876423,HY,,http://www.wikidata.org/entity/Q19876423,1401929528.2867432
The Manitowoc Company,Q836040,MTW,industrial manufacturing,http://www.wikidata.org/entity/Q836040,1397321399.4197845
Manitowoc Cranes,Q4043693,MTW,industrial manufacturing,http://www.wikidata.org/entity/Q4043693,1397321399.4197845
First Commonwealth Bank,Q5452773,FCF,bank,http://www.wikidata.org/entity/Q5452773,1395913570.2514648
Benchmark Electronics,Q4886950,BHE,,http://www.wikidata.org/entity/Q4886950,1384269558.146286
SPX Corporation,Q2207629,SPXC,conglomerate,http://www.wikidata.org/entity/Q2207629,1362077992.515564
Advanced Drainage Systems,Q60745531,WMS,,http://www.wikidata.org/entity/Q60745531,1353590076.6500473
Lee Enterprises,Q6513538,LEE,,http://www.wikidata.org/entity/Q6513538,1341429350.0
AAR Corp,Q4649932,AIR,aerospace industry,http://www.wikidata.org/entity/Q4649932,1337101595.1568604
RLI Corp.,Q7276947,RLI,insurance industry,http://www.wikidata.org/entity/Q7276947,1336339796.6384888
Tokio Marine HCC,Q5629085,HCC,insurance,http://www.wikidata.org/entity/Q5629085,1327945129.858017
Alamo Group,Q21198484,ALG,,http://www.wikidata.org/entity/Q21198484,1323705531.21109
Asbury Automotive Group,Q4803735,ABG,car dealership,http://www.wikidata.org/entity/Q4803735,1320416000.0
Universal Corporation,Q7893929,UVV,,http://www.wikidata.org/entity/Q7893929,1310862000.0
Standex International,Q48743554,SXI,,http://www.wikidata.org/entity/Q48743554,1306684555.4237366
Pandora,Q1196431,P,software industry,http://www.wikidata.org/entity/Q1196431,1300146846.3039398
ACCO Brands,Q288129,ACCO,industrial manufacturing,http://www.wikidata.org/entity/Q288129,1298153179.7046661
