company,company_id,exchange,ticker,industry,market_cap,market_cap_date,company_url,revenue,revenue_date
Honda,Q9584,New York Stock Exchange,HMC,industrial manufacturing,,,http://www.wikidata.org/entity/Q9584,14950000000000.0,2022-01-01 00:00:00+00:00
Nissan,Q20165,Nasdaq,NSANY,automotive industry,,,http://www.wikidata.org/entity/Q20165,11951169000000.0,2018-01-01 00:00:00+00:00
Itochu,Q717093,Nasdaq,ITOCY,trade,,,http://www.wikidata.org/entity/Q717093,10362628000000.0,2021-01-01 00:00:00+00:00
Sony Group,Q41187,New York Stock Exchange,SONY,video game industry,137300000000.0,2022-02-01 00:00:00+00:00,http://www.wikidata.org/entity/Q41187,7252766000000.0,2021-03-31 00:00:00+00:00
NTT DoCoMo,Q853958,New York Stock Exchange,DCM,telecommunications,,,http://www.wikidata.org/entity/Q853958,6140000000000.0,2023-01-01 00:00:00+00:00
Canon Inc.,Q62621,New York Stock Exchange,CAJ,electronics,,,http://www.wikidata.org/entity/Q62621,3401000000000.0,2016-01-01 00:00:00+00:00
Micro Focus International,Q1931458,New York Stock Exchange,MFGP,information technology,,,http://www.wikidata.org/entity/Q1931458,3000000000000.0,2021-01-01 00:00:00+00:00
Sinopec,Q831445,New York Stock Exchange,SNP,petroleum industry,,,http://www.wikidata.org/entity/Q831445,2742779810000.0,2018-01-01 00:00:00+00:00
PetroChina Company Limited,Q503182,New York Stock Exchange,PTR,petroleum industry,,,http://www.wikidata.org/entity/Q503182,1725428000000.0,2015-01-01 00:00:00+00:00
TSMC,Q713418,New York Stock Exchange,TSM,semiconductor industry,895821000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q713418,1587415037000.0,2021-01-01 00:00:00+00:00
Nomura Group,Q658089,New York Stock Exchange,NMR,,,,http://www.wikidata.org/entity/Q658089,1385492000000.0,2010-01-01 00:00:00+00:00
América Móvil,Q482267,New York Stock Exchange,AMX,telecommunications,,,http://www.wikidata.org/entity/Q482267,816012844000.0,2023-12-31 00:00:00+00:00
América Móvil,Q482267,Nasdaq,AMOV,telecommunications,,,http://www.wikidata.org/entity/Q482267,816012844000.0,2023-12-31 00:00:00+00:00
Mobile TeleSystems,Q1368919,New York Stock Exchange,MBT,telecommunications,430000000000.0,2025-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q1368919,807186000000.0,2025-01-01 00:00:00+00:00
Mobile TeleSystems,Q1368919,Nasdaq,MBT,telecommunications,430000000000.0,2025-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q1368919,807186000000.0,2025-01-01 00:00:00+00:00
China Life Insurance Company,Q1073306,New York Stock Exchange,LFC,insurance industry,,,http://www.wikidata.org/entity/Q1073306,768438310000.0,2018-01-01 00:00:00+00:00
Walmart,Q483551,Nasdaq,WMT,retail,779367000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q483551,680985000000.0,2024-01-01 00:00:00+00:00
Amazon,Q3884,Nasdaq,AMZN,retail,2018000000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q3884,637959000000.0,2024-01-01 00:00:00+00:00
JD.com,Q3598926,Nasdaq,JD,e-commerce,,,http://www.wikidata.org/entity/Q3598926,462019760000.0,2018-01-01 00:00:00+00:00
China Telecommunications Corporation,Q1073540,New York Stock Exchange,CHA,terrestrial television,,,http://www.wikidata.org/entity/Q1073540,454492060000.0,2018-01-01 00:00:00+00:00
Ozon,Q2365235,Nasdaq,OZON,retail,,,http://www.wikidata.org/entity/Q2365235,424291000000.0,2023-01-01 00:00:00+00:00
Apple Inc.,Q312,Nasdaq,AAPL,digital distribution,3205000000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q312,416161000000.0,2025-01-01 00:00:00+00:00
Toyota,Q53268,New York Stock Exchange,TM,automotive industry,249042000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q53268,410890000000.0,2024-01-01 00:00:00+00:00
Alphabet Inc.,Q20800404,Nasdaq,GOOG,information technology,1961000000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q20800404,402836000000.0,2025-01-01 00:00:00+00:00
UnitedHealth Group,Q2103926,New York Stock Exchange,UNH,health insurance company,,,http://www.wikidata.org/entity/Q2103926,400278000000.0,2024-01-01 00:00:00+00:00
CVS Health,Q624375,New York Stock Exchange,CVS,retail,123000000000.0,2021-11-22 00:00:00+00:00,http://www.wikidata.org/entity/Q624375,372809000000.0,2024-01-01 00:00:00+00:00
Berkshire Hathaway,Q217583,New York Stock Exchange,BRK.A,insurance,65050000000.0,2021-08-26 00:00:00+00:00,http://www.wikidata.org/entity/Q217583,371433000000.0,2024-01-01 00:00:00+00:00
ExxonMobil,Q156238,New York Stock Exchange,XOM,petroleum industry,474414000000.0,2025-08-22 00:00:00+00:00,http://www.wikidata.org/entity/Q156238,349585000000.0,2024-01-01 00:00:00+00:00
Shell,Q154950,New York Stock Exchange,RDS.B,petroleum industry,,,http://www.wikidata.org/entity/Q154950,316620000000.0,2023-01-01 00:00:00+00:00
Novo Nordisk,Q818846,New York Stock Exchange,NVO,pharmaceutical industry,1240000000000.0,2026-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q818846,309064000000.0,2025-01-01 00:00:00+00:00
China Unicom,Q1068485,New York Stock Exchange,CHU,telecommunications,,,http://www.wikidata.org/entity/Q1068485,292185290000.0,2018-01-01 00:00:00+00:00
Mechel,Q1915579,New York Stock Exchange,MTL,iron and steel industry,,,http://www.wikidata.org/entity/Q1915579,286977000000.0,2025-01-01 00:00:00+00:00
Microsoft,Q2283,Nasdaq,MSFT,software development,3162000000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q2283,281724000000.0,2025-01-01 00:00:00+00:00
Costco,Q715583,Nasdaq,COST,retail,225200000000.0,2023-02-21 00:00:00+00:00,http://www.wikidata.org/entity/Q715583,275235000000.0,2025-01-01 00:00:00+00:00
McKesson Corporation,Q570473,New York Stock Exchange,MCK,product distribution,,,http://www.wikidata.org/entity/Q570473,263966000000.0,2022-01-01 00:00:00+00:00
Cencora,Q470156,New York Stock Exchange,ABC,pharmaceutical industry,,,http://www.wikidata.org/entity/Q470156,238587006000.0,2022-01-01 00:00:00+00:00
Nvidia,Q182477,Nasdaq,NVDA,semiconductor industry,4752000000000.0,2026-02-25 00:00:00+00:00,http://www.wikidata.org/entity/Q182477,215938000000.0,2025-01-01 00:00:00+00:00
TotalEnergies,Q154037,New York Stock Exchange,TTE,petroleum industry,128000000000.0,2024-12-31 00:00:00+00:00,http://www.wikidata.org/entity/Q154037,214550000000.0,2024-01-01 00:00:00+00:00
Chevron Corporation,Q319642,New York Stock Exchange,CVX,petroleum industry,,,http://www.wikidata.org/entity/Q319642,202792000000.0,2024-01-01 00:00:00+00:00
Meta Platforms,Q380,Nasdaq,META,information technology,1445000000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q380,200966000000.0,2025-01-01 00:00:00+00:00
BP,Q152057,New York Stock Exchange,BP,petroleum industry,,,http://www.wikidata.org/entity/Q152057,194630000000.0,2024-01-01 00:00:00+00:00
Stellantis,Q97439162,New York Stock Exchange,STLA,automotive industry,27806000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q97439162,189544000000.0,2023-01-01 00:00:00+00:00
Cardinal Health,Q902397,New York Stock Exchange,CAH,health care,,,http://www.wikidata.org/entity/Q902397,181364000000.0,2022-01-01 00:00:00+00:00
JPMorgan Chase,Q192314,New York Stock Exchange,JPM,economics of banking,686132000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q192314,177556000000.0,2024-01-01 00:00:00+00:00
Marathon Petroleum,Q458363,New York Stock Exchange,MPC,petroleum industry,,,http://www.wikidata.org/entity/Q458363,177453000000.0,2022-01-01 00:00:00+00:00
Valero Energy,Q1283291,New York Stock Exchange,VLO,petroleum industry,,,http://www.wikidata.org/entity/Q1283291,176383000000.0,2022-01-01 00:00:00+00:00
Ford Motor Company,Q44294,New York Stock Exchange,F,automotive industry,40481000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q44294,176191000000.0,2023-01-01 00:00:00+00:00
Phillips 66,Q1656230,New York Stock Exchange,PSX,petroleum industry,,,http://www.wikidata.org/entity/Q1656230,175702000000.0,2022-01-01 00:00:00+00:00
The Cigna Group,Q642271,New York Stock Exchange,CI,managed care,,,http://www.wikidata.org/entity/Q642271,174078000000.0,2021-01-01 00:00:00+00:00
DiDi Global,Q113153195,New York Stock Exchange,DIDI,transport industry,,,http://www.wikidata.org/entity/Q113153195,173827000000.0,2021-01-01 00:00:00+00:00
The Home Depot,Q864407,New York Stock Exchange,HD,retail,285920000000.0,2020-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q864407,159514000000.0,2024-01-01 00:00:00+00:00
General Motors,Q81965,New York Stock Exchange,GM,automotive industry,43531000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q81965,156735000000.0,2022-01-01 00:00:00+00:00
Elevance Health,Q677488,New York Stock Exchange,ELV,health insurance,,,http://www.wikidata.org/entity/Q677488,156595000000.0,2022-01-01 00:00:00+00:00
Kroger,Q153417,New York Stock Exchange,KR,retail,,,http://www.wikidata.org/entity/Q153417,148258000000.0,2022-01-01 00:00:00+00:00
Mercedes-Benz Group,Q27530,New York Stock Exchange,,automotive industry,,,http://www.wikidata.org/entity/Q27530,145594000000.0,2024-12-31 00:00:00+00:00
Centene Corporation,Q5059102,New York Stock Exchange,CNC,health care,,,http://www.wikidata.org/entity/Q5059102,144547000000.0,2022-01-01 00:00:00+00:00
BMW Group,Q26678,Nasdaq,BMWYY,automotive industry,59907000000.0,2019-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q26678,142380000000.0,2024-01-01 00:00:00+00:00
Alibaba Group,Q1359568,New York Stock Exchange,BABA,e-commerce,657500000000.0,2022-02-01 00:00:00+00:00,http://www.wikidata.org/entity/Q1359568,137300000000.0,2024-01-01 00:00:00+00:00
Verizon Communications,Q467752,Nasdaq,VZ,telecommunications,232130000000.0,2021-06-24 00:00:00+00:00,http://www.wikidata.org/entity/Q467752,134788000000.0,2024-01-01 00:00:00+00:00
Verizon Communications,Q467752,New York Stock Exchange,VZ,telecommunications,232130000000.0,2021-06-24 00:00:00+00:00,http://www.wikidata.org/entity/Q467752,134788000000.0,2024-01-01 00:00:00+00:00
Walgreens Boots Alliance,Q18712620,Nasdaq,WBA,retail,,,http://www.wikidata.org/entity/Q18712620,132703000000.0,2022-01-01 00:00:00+00:00
Li Auto,Q98139925,Nasdaq,LI,automotive industry,,,http://www.wikidata.org/entity/Q98139925,123851332000.0,2023-01-01 00:00:00+00:00
Comcast,Q1113804,Nasdaq,CMCSA,telecommunications,,,http://www.wikidata.org/entity/Q1113804,123731000000.0,2024-01-01 00:00:00+00:00
AT&T,Q35476,New York Stock Exchange,T,telecommunications,180020000000.0,2022-01-31 00:00:00+00:00,http://www.wikidata.org/entity/Q35476,122336000000.0,2024-01-01 00:00:00+00:00
Deutsche Telekom,Q9396,New York Stock Exchange,,telecommunications,76500000000.0,2016-12-31 00:00:00+00:00,http://www.wikidata.org/entity/Q9396,115769000000.0,2024-12-31 00:00:00+00:00
Huaneng Power International,Q1507642,New York Stock Exchange,HNP,electric power industry,,,http://www.wikidata.org/entity/Q1507642,113814236000.0,2016-01-01 00:00:00+00:00
Target Corporation,Q1046951,New York Stock Exchange,TGT,retail,,,http://www.wikidata.org/entity/Q1046951,109120000000.0,2022-01-01 00:00:00+00:00
Fiat Chrysler Automobiles,Q15678788,New York Stock Exchange,FCAU,automotive industry,,,http://www.wikidata.org/entity/Q15678788,108000000000.0,2019-01-01 00:00:00+00:00
Equinor ASA,Q1776022,New York Stock Exchange,EQNR,petroleum industry,98810000000.0,2023-02-01 00:00:00+00:00,http://www.wikidata.org/entity/Q1776022,103770000000.0,2024-01-01 00:00:00+00:00
Dell Inc.,Q30873,New York Stock Exchange,DELL,software industry,57000000000.0,2021-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q30873,102301000000.0,2022-01-01 00:00:00+00:00
Bank of America,Q487907,New York Stock Exchange,BAC,financial services,265840000000.0,2023-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q487907,101887000000.0,2024-01-01 00:00:00+00:00
Archer Daniels Midland,Q632694,New York Stock Exchange,ADM,food processing,,,http://www.wikidata.org/entity/Q632694,101556000000.0,2022-01-01 00:00:00+00:00
Enron,Q327646,New York Stock Exchange,ENE,energy industry,,,http://www.wikidata.org/entity/Q327646,100789000000.0,2000-01-01 00:00:00+00:00
Lowe's,Q1373493,New York Stock Exchange,LOW,hardware store,,,http://www.wikidata.org/entity/Q1373493,97059000000.0,2022-01-01 00:00:00+00:00
Tesla,Q478214,Nasdaq,TSLA,automotive industry,903544000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q478214,94827000000.0,2025-01-01 00:00:00+00:00
FedEx,Q459477,New York Stock Exchange,FDX,logistics,,,http://www.wikidata.org/entity/Q459477,93512000000.0,2022-01-01 00:00:00+00:00
Humana,Q910866,New York Stock Exchange,HUM,insurance industry,33600000000.0,2017-06-21 00:00:00+00:00,http://www.wikidata.org/entity/Q910866,92870000000.0,2022-01-01 00:00:00+00:00
PepsiCo,Q334800,New York Stock Exchange,PEP,food industry,183670000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q334800,91854000000.0,2024-01-01 00:00:00+00:00
United Parcel Service,Q155026,New York Stock Exchange,UPS,logistics,,,http://www.wikidata.org/entity/Q155026,91070000000.0,2024-01-01 00:00:00+00:00
Energy Transfer Equity,Q5376999,New York Stock Exchange,ET,energy industry,,,http://www.wikidata.org/entity/Q5376999,89876000000.0,2022-01-01 00:00:00+00:00
Petrobras,Q210047,New York Stock Exchange,PBR,petroleum industry,,,http://www.wikidata.org/entity/Q210047,88827000000.0,2018-04-15 00:00:00+00:00
Johnson & Johnson,Q333718,New York Stock Exchange,JNJ,pharmaceutical industry,430880000000.0,2021-06-23 00:00:00+00:00,http://www.wikidata.org/entity/Q333718,88821000000.0,2024-01-01 00:00:00+00:00
Procter & Gamble,Q212405,New York Stock Exchange,PG,pharmaceutical industry,,,http://www.wikidata.org/entity/Q212405,84284000000.0,2025-01-01 00:00:00+00:00
The Walt Disney Company,Q7414,New York Stock Exchange,DIS,animation,,,http://www.wikidata.org/entity/Q7414,82722000000.0,2022-01-01 00:00:00+00:00
Energy Transfer,Q5377000,New York Stock Exchange,ETP,petroleum industry,,,http://www.wikidata.org/entity/Q5377000,82671000000.0,2024-01-01 00:00:00+00:00
Wells Fargo,Q744149,New York Stock Exchange,WFC,economics of banking,243673000000.0,2025-05-12 00:00:00+00:00,http://www.wikidata.org/entity/Q744149,82296000000.0,2024-01-01 00:00:00+00:00
Eni,Q565594,New York Stock Exchange,E,petroleum industry,,,http://www.wikidata.org/entity/Q565594,82151000000.0,2025-01-01 00:00:00+00:00
T-Mobile US,Q3511885,Nasdaq,TMUS,telecommunications,,,http://www.wikidata.org/entity/Q3511885,81400000000.0,2024-01-01 00:00:00+00:00
Citigroup,Q219508,New York Stock Exchange,C,bank,141873000000.0,2025-05-16 00:00:00+00:00,http://www.wikidata.org/entity/Q219508,81139000000.0,2024-01-01 00:00:00+00:00
RTX,Q89368734,New York Stock Exchange,RTX,weapons industry,,,http://www.wikidata.org/entity/Q89368734,80738000000.0,2024-01-01 00:00:00+00:00
ISS A/S,Q689791,Nasdaq,,facility management,,,http://www.wikidata.org/entity/Q689791,79137000000.0,2016-01-01 00:00:00+00:00
Siemens,Q81230,New York Stock Exchange,SI,electronics,139800000000.0,2021-08-24 00:00:00+00:00,http://www.wikidata.org/entity/Q81230,77769000000.0,2023-01-01 00:00:00+00:00
Albertsons,Q2831861,New York Stock Exchange,ACI,retail,,,http://www.wikidata.org/entity/Q2831861,77649700000.0,2022-01-01 00:00:00+00:00
General Electric,Q54173,New York Stock Exchange,GE,mechanical engineering,114920000000.0,2021-08-26 00:00:00+00:00,http://www.wikidata.org/entity/Q54173,76555000000.0,2022-01-01 00:00:00+00:00
Progressive Corporation,Q7248721,New York Stock Exchange,PGR,vehicle insurance,,,http://www.wikidata.org/entity/Q7248721,75372000000.0,2024-01-01 00:00:00+00:00
Lockheed Martin,Q7240,New York Stock Exchange,LMT,information security,111424000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q7240,71043000000.0,2024-01-01 00:00:00+00:00
MetLife,Q607131,New York Stock Exchange,MET,insurance industry,,,http://www.wikidata.org/entity/Q607131,69898000000.0,2022-01-01 00:00:00+00:00
Accenture,Q338825,New York Stock Exchange,ACN,information technology,151580000000.0,2025-10-01 00:00:00+00:00,http://www.wikidata.org/entity/Q338825,69672977000.0,2025-01-01 00:00:00+00:00
Sysco,Q2376711,New York Stock Exchange,SYY,wholesale,,,http://www.wikidata.org/entity/Q2376711,68636146000.0,2022-01-01 00:00:00+00:00
Walgreens,Q1591889,New York Stock Exchange,WAG,retail,,,http://www.wikidata.org/entity/Q1591889,67420000000.0,2010-01-01 00:00:00+00:00
Bunge Limited,Q1009458,New York Stock Exchange,BG,food industry,,,http://www.wikidata.org/entity/Q1009458,67232000000.0,2022-01-01 00:00:00+00:00
Boeing,Q66,New York Stock Exchange,BA,weapons industry,180913000000.0,2026-02-26 00:00:00+00:00,http://www.wikidata.org/entity/Q66,66517000000.0,2024-01-01 00:00:00+00:00
Merck & Co.,Q247489,New York Stock Exchange,MRK,pharmaceutical industry,178400000000.0,2017-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q247489,64168000000.0,2024-01-01 00:00:00+00:00
Pfizer,Q206921,New York Stock Exchange,PFE,pharmaceutical industry,128489000000.0,2025-05-15 00:00:00+00:00,http://www.wikidata.org/entity/Q206921,63627000000.0,2024-01-01 00:00:00+00:00
IBM,Q37156,New York Stock Exchange,IBM,software industry,282084000000.0,2025-12-02 00:00:00+00:00,http://www.wikidata.org/entity/Q37156,62753000000.0,2024-01-01 00:00:00+00:00
ArcelorMittal,Q27893,New York Stock Exchange,MT,mining industry,21950000000.0,2022-12-29 00:00:00+00:00,http://www.wikidata.org/entity/Q27893,62441000000.0,2024-01-01 00:00:00+00:00
HSBC,Q190464,New York Stock Exchange,HSBC,insurance,185400000000.0,2018-08-12 00:00:00+00:00,http://www.wikidata.org/entity/Q190464,62440000000.0,2024-01-01 00:00:00+00:00
Morgan Stanley,Q334204,New York Stock Exchange,MS,financial services,,,http://www.wikidata.org/entity/Q334204,61761000000.0,2024-01-01 00:00:00+00:00
Delta Air Lines,Q188920,New York Stock Exchange,DAL,aviation,32580000000.0,2019-01-24 00:00:00+00:00,http://www.wikidata.org/entity/Q188920,61643000000.0,2024-01-01 00:00:00+00:00
HCA Corporation,Q1630431,New York Stock Exchange,HCA,health care,,,http://www.wikidata.org/entity/Q1630431,60233000000.0,2022-01-01 00:00:00+00:00
Korea Electric Power Corporation,Q486737,New York Stock Exchange,KEP,electricity supply company,,,http://www.wikidata.org/entity/Q486737,60190384000.0,2016-01-01 00:00:00+00:00
Unilever,Q157062,New York Stock Exchange,UL,food industry,,,http://www.wikidata.org/entity/Q157062,60073000000.0,2022-01-01 00:00:00+00:00
Prudential Financial,Q2114414,New York Stock Exchange,PRU,life insurance,,,http://www.wikidata.org/entity/Q2114414,60050000000.0,2022-01-01 00:00:00+00:00
Caterpillar,Q459965,New York Stock Exchange,CAT,mechanical engineering,75000000000.0,2018-04-13 00:00:00+00:00,http://www.wikidata.org/entity/Q459965,59427000000.0,2022-01-01 00:00:00+00:00
Enterprise Products,Q5380346,New York Stock Exchange,EPD,petroleum industry,,,http://www.wikidata.org/entity/Q5380346,58186000000.0,2022-01-01 00:00:00+00:00
AbbVie,Q14662364,New York Stock Exchange,ABBV,biotechnology,,,http://www.wikidata.org/entity/Q14662364,58054000000.0,2022-01-01 00:00:00+00:00
Anheuser-Busch InBev,Q128738,New York Stock Exchange,BUD,brewing industry,,,http://www.wikidata.org/entity/Q128738,57786000000.0,2022-01-01 00:00:00+00:00
Oracle Corporation,Q19900,New York Stock Exchange,ORCL,software development,216730000000.0,2022-02-01 00:00:00+00:00,http://www.wikidata.org/entity/Q19900,57399000000.0,2024-01-01 00:00:00+00:00
Oracle Corporation,Q19900,Nasdaq,ORCL,software development,216730000000.0,2022-02-01 00:00:00+00:00,http://www.wikidata.org/entity/Q19900,57399000000.0,2024-01-01 00:00:00+00:00
Dow Inc.,Q62739842,New York Stock Exchange,DOW,chemical industry,,,http://www.wikidata.org/entity/Q62739842,56902000000.0,2022-01-01 00:00:00+00:00
Cisco,Q173395,Nasdaq,CSCO,telecommunications,234790000000.0,2022-02-01 00:00:00+00:00,http://www.wikidata.org/entity/Q173395,56654000000.0,2025-01-01 00:00:00+00:00
American International Group,Q212235,New York Stock Exchange,AIG,financial services,,,http://www.wikidata.org/entity/Q212235,56437000000.0,2022-01-01 00:00:00+00:00
Chubb Corp.,Q1089060,New York Stock Exchange,CB,insurance,,,http://www.wikidata.org/entity/Q1089060,55753000000.0,2024-01-01 00:00:00+00:00
Dow Chemical Company,Q855639,New York Stock Exchange,DOW,chemical industry,,,http://www.wikidata.org/entity/Q855639,54968000000.0,2021-01-01 00:00:00+00:00
ConocoPhillips,Q214763,New York Stock Exchange,COP,petroleum industry,,,http://www.wikidata.org/entity/Q214763,54745000000.0,2024-01-01 00:00:00+00:00
Tyson Foods,Q1325987,New York Stock Exchange,TSN,agriculture,,,http://www.wikidata.org/entity/Q1325987,54400000000.0,2025-01-01 00:00:00+00:00
Charter Communications,Q2961234,Nasdaq,CHTR,telecommunications,,,http://www.wikidata.org/entity/Q2961234,54022000000.0,2022-01-01 00:00:00+00:00
PDD Holdings,Q124461238,New York Stock Exchange,PDD,e-commerce,,,http://www.wikidata.org/entity/Q124461238,53955324000.0,2024-01-01 00:00:00+00:00
Hewlett-Packard,Q80978,New York Stock Exchange,HPQ,software industry,29000000000.0,2017-07-08 00:00:00+00:00,http://www.wikidata.org/entity/Q80978,53559000000.0,2024-01-01 00:00:00+00:00
HP Inc.,Q21404084,New York Stock Exchange,HPQ,software industry,29000000000.0,2017-07-08 00:00:00+00:00,http://www.wikidata.org/entity/Q21404084,53559000000.0,2024-01-01 00:00:00+00:00
Goldman Sachs,Q193326,New York Stock Exchange,GS,International Standard Industrial Classification,91700000000.0,2017-02-02 00:00:00+00:00,http://www.wikidata.org/entity/Q193326,53512000000.0,2024-01-01 00:00:00+00:00
Intel,Q248,Nasdaq,INTC,electrical industry,183400000000.0,2022-02-18 00:00:00+00:00,http://www.wikidata.org/entity/Q248,52853000000.0,2025-01-01 00:00:00+00:00
American Airlines Group,Q4742937,Nasdaq,AAL,aviation,,,http://www.wikidata.org/entity/Q4742937,52800000000.0,2023-01-01 00:00:00+00:00
Deere & Company,Q496302,New York Stock Exchange,DE,manufacture of machinery and equipment,,,http://www.wikidata.org/entity/Q496302,51716000000.0,2024-01-01 00:00:00+00:00
Allstate,Q2645636,New York Stock Exchange,ALL,insurance,,,http://www.wikidata.org/entity/Q2645636,51412000000.0,2022-01-01 00:00:00+00:00
Itaú Unibanco,Q1424293,New York Stock Exchange,ITUB,economics of banking,,,http://www.wikidata.org/entity/Q1424293,50920000000.0,2016-01-01 00:00:00+00:00
LyondellBasell,Q899255,New York Stock Exchange,LYB,,,,http://www.wikidata.org/entity/Q899255,50451000000.0,2022-01-01 00:00:00+00:00
TJX Companies,Q1285819,New York Stock Exchange,TJX,retail,,,http://www.wikidata.org/entity/Q1285819,49936000000.0,2022-01-01 00:00:00+00:00
CNOOC Limited,Q795221,New York Stock Exchange,CEO,,,,http://www.wikidata.org/entity/Q795221,49800000000.0,2024-01-01 00:00:00+00:00
The Coca-Cola Company,Q3295867,New York Stock Exchange,KO,fast-moving consumer goods,,,http://www.wikidata.org/entity/Q3295867,47061000000.0,2024-01-01 00:00:00+00:00
PBF Energy,Q16979157,New York Stock Exchange,PBF,petroleum industry,,,http://www.wikidata.org/entity/Q16979157,46830300000.0,2022-01-01 00:00:00+00:00
Nike,Q483915,New York Stock Exchange,NKE,industrial sector,83777000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q483915,46710000000.0,2022-01-01 00:00:00+00:00
Best Buy,Q533415,New York Stock Exchange,BBY,retail,,,http://www.wikidata.org/entity/Q533415,46298000000.0,2022-01-01 00:00:00+00:00
Bristol-Myers Squibb,Q266423,New York Stock Exchange,BMY,pharmaceutical industry,,,http://www.wikidata.org/entity/Q266423,46159000000.0,2022-01-01 00:00:00+00:00
Veolia,Q1632461,New York Stock Exchange,VE,waste management,,,http://www.wikidata.org/entity/Q1632461,45351000000.0,2023-01-01 00:00:00+00:00
"Netflix, Inc.",Q116452644,Nasdaq,NFLX,streaming media,170640000000.0,2022-01-31 00:00:00+00:00,http://www.wikidata.org/entity/Q116452644,45183036000.0,2025-01-01 00:00:00+00:00
Eli Lilly and Company,Q632240,New York Stock Exchange,LLY,pharmaceutical industry,713093000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q632240,45042700000.0,2024-01-01 00:00:00+00:00
United Airlines Holdings,Q871700,New York Stock Exchange,UAL,air transport,,,http://www.wikidata.org/entity/Q871700,44955000000.0,2022-01-01 00:00:00+00:00
WarnerMedia,Q191715,New York Stock Exchange,TWX,telecommunications,74530000000.0,2017-01-01 00:00:00+00:00,http://www.wikidata.org/entity/Q191715,44700000000.0,2006-01-01 00:00:00+00:00
Qualcomm,Q544847,Nasdaq,QCOM,telecommunications,188930000000.0,2022-02-18 00:00:00+00:00,http://www.wikidata.org/entity/Q544847,44284000000.0,2025-01-01 00:00:00+00:00
Orange,Q1431486,Nasdaq,ORAN,,26526000000.0,2023-02-15 00:00:00+00:00,http://www.wikidata.org/entity/Q1431486,44122000000.0,2023-01-01 00:00:00+00:00
Orange,Q1431486,New York Stock Exchange,ORAN,,26526000000.0,2023-02-15 00:00:00+00:00,http://www.wikidata.org/entity/Q1431486,44122000000.0,2023-01-01 00:00:00+00:00
Uber,Q780442,New York Stock Exchange,UBER,information technology,189063000000.0,2025-05-15 00:00:00+00:00,http://www.wikidata.org/entity/Q780442,43978000000.0,2024-01-01 00:00:00+00:00
Vodafone,Q122141,Nasdaq,VOD,telecommunications,49958000000.0,2022-02-22 00:00:00+00:00,http://www.wikidata.org/entity/Q122141,43809000000.0,2021-03-31 00:00:00+00:00
Vodafone,Q122141,New York Stock Exchange,,telecommunications,49958000000.0,2022-02-22 00:00:00+00:00,http://www.wikidata.org/entity/Q122141,43809000000.0,2021-03-31 00:00:00+00:00
BHP,Q625713,New York Stock Exchange,BHP,mining,106091040200.0,2021-11-18 00:00:00+00:00,http://www.wikidata.org/entity/Q625713,43638000000.0,2018-01-01 00:00:00+00:00
Sanofi,Q158205,New York Stock Exchange,SNY,pharmaceutical industry,,,http://www.wikidata.org/entity/Q158205,43070000000.0,2023-01-01 00:00:00+00:00
Kohlberg Kravis Roberts,Q1570773,New York Stock Exchange,KKR,asset management,,,http://www.wikidata.org/entity/Q1570773,42300000000.0,2020-01-01 00:00:00+00:00
Plains All American Pipeline,Q7200719,New York Stock Exchange,,petroleum industry,,,http://www.wikidata.org/entity/Q7200719,42078000000.0,2021-01-01 00:00:00+00:00
Abbott Laboratories,Q306764,New York Stock Exchange,ABT,medical technology industry,57000000000.0,2016-03-02 00:00:00+00:00,http://www.wikidata.org/entity/Q306764,41950000000.0,2024-01-01 00:00:00+00:00
Nucor,Q1645081,New York Stock Exchange,NUE,iron and steel industry,27600000000.0,2025-05-01 00:00:00+00:00,http://www.wikidata.org/entity/Q1645081,41512467000.0,2022-01-01 00:00:00+00:00
